question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2000-09-09'},trick,"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the cousin's date of birth, we subtract 10 days from the given date. The given date is 2000-09-19. Subtracting 10 days from this date lands us on 2000-09-09."", ""answer"": ""2000-09-09""}"
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin receives his paychecks every 15 days. Since he received his last paycheck on 25 Dec, 2022, we add 15 days to find out the next payday which would be on 10 Jan, 2023. Adding another 15 days leads us to 25 Jan, 2023. This process continues until reaching the next payday after 18 May, 2023. Calculating each subsequent payday, we find that the paydays are on 10 Feb, 25 Feb, 11 Mar, 26 Mar, 10 Apr, 25 Apr, 10 May, and 25 May, 2023. Since today is 18 May, 2023, the next payday is on 25 May, 2023."", ""answer"" : ""25 May, 2023""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on June 29, 2010. Since free days occur every 15 days, we need to calculate how many days have passed from June 29 to November 1, 2010, and then determine the next occurrence of a free day after this period. From June 29 to July 31 (end of July), it's 32 days. Adding August (31 days), September (30 days), October (31 days), and counting up to November 1 adds another day, totaling 125 days. Dividing 125 by 15 gives approximately 8.33, meaning 8 full cycles of 15 days have passed since the last free day plus an additional 5 days. Therefore, the next free day would be 15 - 5 = 10 days after November 1, 2010."", ""answer"" : ""November 11, 2010""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to determine how many days have passed since Alan and Mary's first visit to the restaurant on 05-28-2002 until today, which is 07-24-2002. The number of days from May 28 to July 24 can be calculated as follows:\n\nMay has 3 days remaining (since May 28 is included), June has 30 days, and July has 24 days up to July 24.\n\nSo, the total number of days is 3 + 30 + 24 = 57 days.\n\nSince they visit the restaurant every 15 days, we need to find out how many more days after today (07-24-2002) it will be 15 days from the last multiple of 15 days before 57 days. Since 57 divided by 15 gives us 3 with a remainder of 12, this means their last visit was 12 days ago and the next visit should be in 3 days (to reach the next multiple of 15).\n\nAdding 3 days to 07-24-2002, we get 07-27-2002."", ""answer"" : ""07-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days from their first visit (20-02-2014) to today (03-04-2014). From February 20th to March 1st is 10 days. Then, from March 1st to April 3rd is 33 days. So, the total number of days from 20-02-2014 to 03-04-2014 is 10 + 33 = 43 days. Since Alan and Mary go to the restaurant every 16 days, we can find out how many times they have gone since their first visit by dividing 43 by 16 which gives 2 full visits with a remainder of 11 days. This means their last visit was 16 days before today, which would be 20-03-2014. The next visit would then be 16 days after today, 03-04-2014."", ""answer"" : ""19-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin receives a paycheck every 10 days. He received his first paycheck on 08-14-2011. To find out when he will receive his next paycheck after 11-25-2011, we need to add 10 days to this date. Adding 10 days to 11-25-2011 brings us to 12-05-2011."", ""answer"" : ""12-05-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on March 15, 2020. Free days occur every 16 days. To find out how many free days have occurred up until now, we need to calculate the number of days from March 15, 2020 to August 15, 2020 and then divide this number by 16. From March 15 to April 15 is 31 days. Adding the days for May (31), June (30), July (31) and August (15) up to August 15 gives us a total of 138 days. Dividing 138 by 16 gives 8 full cycles with a remainder of 10 days. This means there were 8 free days before August 15. Since the last free day was on July 14 (8*16=128 days from March 15, 2020), the next free day will be 16 days after August 15, which is August 31, 2020."", ""answer"" : ""August 31, 2020""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, calculate the number of days from April 13, 2007 to July 4, 2007. April has 30 days, so from April 13 to April 30 is 17 days. May has 31 days, and June has 30 days. So, from April 13 to July 4 is 17 + 31 (May) + 30 (June) + 4 (July) = 82 days. Since Alan and Mary visit the restaurant every 19 days, we need to find out how many 19-day cycles fit into these 82 days. 82 divided by 19 gives 4 full cycles with a remainder of 6 days. This means their next visit would be 19 * 5 = 95 days after April 13, 2007, accounting for the last cycle plus the current period. Adding 95 days to April 13, 2007 leads us to count forward through the months: April 13 to May 12 is 30 days, leaving 65 days. May 13 to June 11 is another 30 days, leaving 35 days. June 12 to July 16 is 35 days. Thus, the next visit is July 16, 2007."", ""answer"": ""16 Jul, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days from Aug 28, 1997 to Oct 11, 1997. Aug has 31 days so there are 3 days left in August after Aug 28th (Aug 28 + 3 - 1 = 3). September has 30 days. Therefore, from Aug 28 to Oct 11, there are 3 days remaining in August + 30 days in September + 11 days in October = 44 days. Since Alan and Mary decide to visit the restaurant every 10 days starting from Aug 28, 1997, we need to find out how many times they have visited since then up until Oct 11, 1997. Given they visited every 10 days, the visits would be on Sep 7, Sep 17, Sep 27, and Oct 7. So far, they have visited 4 times. The next visit should be 10 days after their last visit which was on Oct 7, 1997."", ""answer"" : ""Oct 17, 1997""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 29 September, 2014. Since free entrance occurs every 18 days, we need to find out how many days have passed from 29 September, 2014 to 09 December, 2014 and then calculate the next occurrence after today. There are 30 days in October + 31 days in November + 9 days in December = 70 days from 29 September to 09 December, 2014. Given that the next free day will occur 18 days after the last one, and since 70 days have already passed which includes 3 full cycles of 18 days (54 days) plus an additional 16 days, the next free day would be 2 days after 09 December, 2014."", ""answer"" : ""11 December, 2014""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days between 11-20-2019 and 01-17-2020. From 11-20-2019 to 11-30-2019 is 10 days. December has 31 days, so from 12-01-2019 to 12-31-2019 is 31 days. January 1st to January 17th is 17 days. So the total number of days is 10 + 31 + 17 = 58 days. Since Alan and Mary visit the restaurant every 12 days, we divide 58 by 12 to find how many times they have visited since their first visit and when their next visit would be. 58 divided by 12 equals 4 with a remainder of 10. This means they have visited 4 times since their first visit, and the next visit will be 10 days after 01-17-2020. Adding 10 days to 01-17-2020 gives us 01-27-2020."", ""answer"" : ""01-27-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 11-18-2014. Free days occur every 11 days. To find out how many days have passed from 11-18-2014 to 02-27-2015, we can calculate the total number of days between these two dates. From November 18, 2014, to February 27, 2015, there are 102 days. Since the last free day before or on 02-27-2015 would be calculated by subtracting the remainder of 102 days divided by 11 from 102 (to get the nearest previous multiple of 11), we find 102 % 11 = 3. Thus, the last free day before 02-27-2015 was 3 days earlier, which is 02-24-2015. Adding another 11-day cycle to this date gives us the next free day after 02-27-2015, which is 03-06-2015."", ""answer"" : ""03-06-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The museum has a free day every 10 days starting from 20 Jan, 2010. To find the next free day after 15 Jun, 2010, we need to calculate how many days have passed since the last free day before or on 15 Jun, 2010, and then determine the next multiple of 10 days from that point. First, we identify the last free day before 15 Jun, 2010. Since 15 Jun, 2010, is not a multiple of 10 days from 20 Jan, 2010, we count backwards from it to find the most recent multiple of 10. From 20 Jan to 15 Jun is approximately 150 days (including both start and end dates). Dividing 150 by 10 gives us 15 full cycles of 10 days, meaning the last free day before 15 Jun, 2010, was on 5 Jun, 2010. Adding 10 days to this date gives us the next free day."", ""answer"" : ""25 Jun, 2010""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we calculate the number of days from April 18, 2016, to August 29, 2016. From April 18 to April 30 is 12 days. May has 31 days, June has 30 days, July has 31 days, and from August 1 to August 29 is 29 days. Summing these gives us 12 + 31 + 30 + 31 + 29 = 133 days. Since Alan and Mary go to the restaurant every 17 days, we divide 133 by 17 which equals 7 with a remainder of 14. This means they've visited the restaurant 7 times since their first visit, and the next visit would be 17 - 14 = 3 days after August 29, 2016. Adding 3 days to August 29, 2016, gives us September 1, 2016."", ""answer"" : ""01-09-2016""}"
"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'October 18, 2013'}",multi_op,"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days between July 30, 2013 and October 06, 2013. July has 31 days, so from July 30 to July 31 is 2 days. August has 31 days, and September has 30 days. So, the total number of days is 2 (from July 30 to July 31) + 31 (all of August) + 30 (all of September) + 6 (up to October 6) = 69 days. Since Alan and Mary go to the restaurant every 16 days, we need to find the next multiple of 16 after 69 days. The next multiple of 16 after 69 is 80 (5 times 16). To find out how many days from October 6th this is, we subtract 69 from 80, which gives us 11 days. Therefore, the next visit will be 11 days after October 6, 2013."", ""answer"" : ""October 17, 2013""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on 18 November, 2019. If today is 28 February, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '02 March, 2020'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on 18 November, 2019. If today is 28 February, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 18 November, 2019. To find the next free day, we need to add 15 days to each subsequent date until we reach or pass 28 February, 2020. After 18 November, 2019, the next free day would have been on 3 December, 2019 (adding 15 days). Then, adding another 15 days to 3 December, 2019 gives us 18 December, 2019. Adding 15 more days to 18 December, 2019 brings us to 2 January, 2020. Continuing this pattern, the next free day after 2 January, 2020 would be 17 January, 2020. Adding 15 days to 17 January, 2020 results in 1 February, 2020. Finally, adding 15 days to 1 February, 2020 gives us 16 February, 2020. Since 28 February, 2020 is past 16 February, 2020, the next free day after that would be 3 March, 2020."", ""answer"": ""3 March, 2020""}"
