question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin received his first paycheck on 25 Dec, 2022. We need to find out when he will receive his next paycheck after 18 May, 2023. We can do this by adding 15 days to 25 Dec, 2022, until we reach a date after 18 May, 2023. 25 Dec, 2022 + 15 days = 9 Jan, 2023 9 Jan, 2023 + 15 days = 24 Jan, 2023 24 Jan, 2023 + 15 days = 8 Feb, 2023 8 Feb, 2023 + 15 days = 23 Feb, 2023 23 Feb, 2023 + 15 days = 10 Mar, 2023 10 Mar, 2023 + 15 days = 25 Mar, 2023 25 Mar, 2023 + 15 days = 9 Apr, 2023 9 Apr, 2023 + 15 days = 24 Apr, 2023 24 Apr, 2023 + 15 days = 9 May, 2023 9 May, 2023 + 15 days = 24 May, 2023. Therefore, Benjamin will receive his next paycheck on 24 May, 2023."", ""answer"": ""24 May, 2023""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine how many days have passed since the first free day on June 29, 2010, until today, November 1, 2010. Then, we calculate the number of 15-day periods that have passed and find the next free day.\n\n1. Calculate the number of days from June 29, 2010, to November 1, 2010:\n   - June 29 to June 30: 1 day\n   - July: 31 days\n   - August: 31 days\n   - September: 30 days\n   - October: 31 days\n   - November 1: 1 day\n   - Total: 1 + 31 + 31 + 30 + 31 + 1 = 125 days\n\n2. Determine how many 15-day periods have passed:\n   - 125 days ÷ 15 = 8 full periods with a remainder of 5 days\n\n3. The next free day is 15 - 5 = 10 days after November 1, 2010.\n\n4. Calculate the date 10 days after November 1, 2010:\n   - November 1 + 10 days = November 11, 2010\n\nTherefore, the next free day is November 11, 2010."", ""answer"": ""2010-11-11""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out how many days have passed since Alan and Mary's first visit to the restaurant. The difference between 05-28-2002 and 07-24-2002 is 57 days. We need to find out how many 15-day periods have passed since their first visit. 57 // 15 = 3. This means that 3 periods of 15 days have passed since their first visit. The next visit will be 15 days after the last visit. The last visit was 3 * 15 = 45 days after their first visit. 45 days after 05-28-2002 is 07-12-2002. The next visit will be 15 days after 07-12-2002, which is 07-27-2002."", ""answer"": ""07-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out how many days have passed since 20-02-2014 to 03-04-2014. February has 28 days in 2014, so there are 8 days from 20-02-2014 to 28-02-2014. Then there are 3 days in March. So, there are 8 + 3 = 11 days between 20-02-2014 and 03-04-2014. Now we need to find out how many 16-day periods have passed since 20-02-2014. 11 divided by 16 is 0 with a remainder of 11. This means that 0 full 16-day periods have passed since 20-02-2014. The next 16-day period will start 16 - 11 = 5 days from 03-04-2014. Adding 5 days to 03-04-2014 gives us 08-04-2014. Therefore, the next time Alan and Mary will go to the restaurant is on 08-04-2014."", ""answer"": ""08-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin received his first paycheck on 08-14-2011. The next paycheck will be 10 days later, on 08-24-2011. The next paycheck after that will be 10 days later, on 09-03-2011. The next paycheck after that will be 10 days later, on 09-13-2011. The next paycheck after that will be 10 days later, on 09-23-2011. The next paycheck after that will be 10 days later, on 10-03-2011. The next paycheck after that will be 10 days later, on 10-13-2011. The next paycheck after that will be 10 days later, on 10-23-2011. The next paycheck after that will be 10 days later, on 11-02-2011. The next paycheck after that will be 10 days later, on 11-12-2011. The next paycheck after that will be 10 days later, on 11-22-2011. The next paycheck after that will be 10 days later, on 12-02-2011. Since today is 11-25-2011, Benjamin will receive his next paycheck on 12-02-2011."", ""answer"": ""12-02-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days from March 15, 2020 to August 15, 2020. March has 31 days, so there are 31 - 15 = 16 days left in March. April has 30 days, May has 31 days, June has 30 days, July has 31 days, and August has 15 days up to the 15th. Adding these together gives 16 + 30 + 31 + 30 + 31 + 15 = 153 days. We divide 153 by 16 to find how many full 16-day cycles have passed: 153 // 16 = 9 cycles, with a remainder of 153 % 16 = 9 days. This means the last free day was 9 days after March 15, 2020, which is March 24, 2020. The next free day is 16 days after March 24, 2020, which is April 9, 2020. Counting 16-day cycles from April 9, 2020: April 9 + 16 = April 25, April 25 + 16 = May 11, May 11 + 16 = May 27, May 27 + 16 = June 12, June 12 + 16 = June 28, June 28 + 16 = July 14, July 14 + 16 = July 30, July 30 + 16 = August 15. Since August 15 is today, the next free day is 16 days later, which is August 31, 2020."", ""answer"": ""2020-08-31""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out how many days have passed since 13 Apr, 2007. There are 30 days in April, so there are 30 - 13 = 17 days left in April. There are 31 days in May and 30 days in June. So, the total number of days from 13 Apr, 2007 to 04 Jul, 2007 is 17 + 31 + 30 + 4 = 82 days. Now we need to find out how many 19-day periods have passed since 13 Apr, 2007. We do this by dividing 82 by 19, which gives us 4 with a remainder of 6. This means that 4 full 19-day periods have passed, and we are 6 days into the next 19-day period. To find out when the next visit will be, we need to add 19 - 6 = 13 days to 04 Jul, 2007. Adding 13 days to 04 Jul, 2007 gives us 17 Jul, 2007."", ""answer"": ""17 Jul, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out how many days have passed since the first time they went to the restaurant. From August 28 to September 28 is 31 days. From September 28 to October 11 is 13 days. So, 31 + 13 = 44 days have passed. Now we need to find out how many 10-day periods have passed. 44 // 10 = 4. So, 4 periods have passed. The next time they will go to the restaurant is 4 * 10 = 40 days after the first time. So, 40 days after August 28 is October 7. But, since 44 days have already passed, we need to add 10 more days to October 7. So, the next time they will go to the restaurant is October 17, 1997."", ""answer"": ""1997-10-17""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days from the first free day (29 September 2014) to today (09 December 2014). September has 30 days, so from 29 September to 30 September is 1 day. October has 31 days, so that's 31 days. November has 30 days, so that's 30 days. From 1 December to 9 December is 9 days. Adding these up gives us 1 + 31 + 30 + 9 = 71 days. Now, we need to find the next multiple of 18 after 71. Dividing 71 by 18 gives us 3 remainder 17. This means the next free day is 18 - 17 = 1 day after 9 December 2014. Therefore, the next free day is on 10 December 2014."", ""answer"": ""10 December, 2014""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""We need to find the number of days between 11-20-2019 and 01-17-2020. We can do this by counting the number of days in each month between the two dates. November has 30 days, so there are 30 - 20 = 10 days in November. December has 31 days, so there are 31 days in December. January has 17 days, so there are 17 days in January. The total number of days between the two dates is 10 + 31 + 17 = 58 days. Alan and Mary go to the restaurant every 12 days, so we need to find the next multiple of 12 after 58. The next multiple of 12 after 58 is 60. Therefore, the next time they will go to the restaurant is 60 days after 11-20-2019, which is 01-19-2020."", ""answer"": ""01-19-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to calculate the number of days between 11-18-2014 and 02-27-2015. November has 30 days, so there are 30 - 18 = 12 days left in November. December has 31 days, and January has 31 days, and February has 27 days up to the given date. So, the total number of days between the two dates is 12 + 31 + 31 + 27 = 101 days. Since the free days occur every 11 days, we need to find the remainder when 101 is divided by 11. 101 % 11 = 2. This means that the next free day is 11 - 2 = 9 days after 02-27-2015. Adding 9 days to 02-27-2015 gives us 03-08-2015 as the next free day."", ""answer"": ""03-08-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to calculate the number of days from the first free day (20 Jan 2010) to today (15 Jun 2010). January has 31 days, so from 20 Jan to 31 Jan is 11 days. February 2010 has 28 days. March has 31 days, April has 30 days, May has 31 days, and from 1 Jun to 15 Jun is 15 days. Adding these up gives us 11 + 28 + 31 + 30 + 31 + 15 = 146 days. Since the free entrance occurs every 10 days, we divide 146 by 10, which gives us 14 full cycles with a remainder of 6 days. This means the last free day was 4 days ago (10 - 6 = 4). Therefore, the next free day is in 6 days from today, 15 Jun 2010. Adding 6 days to 15 Jun gives us 21 Jun 2010."", ""answer"": ""21 Jun, 2010""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out how many days have passed since 18-04-2016 to 29-08-2016. We can do this by counting the days in each month between these two dates. April has 30 days, so from 18-04-2016 to 30-04-2016 there are 12 days. May has 31 days, June has 30 days, July has 31 days, and from 01-08-2016 to 29-08-2016 there are 29 days. Adding these up gives us 12 + 31 + 30 + 31 + 29 = 133 days. Now we need to find out how many 17-day cycles fit into 133 days. We do this by dividing 133 by 17, which gives us 7 with a remainder of 14. This means that 7 full cycles have passed and they are 14 days into the 8th cycle. Since they go every 17 days, we need to add 3 more days to complete the cycle (17 - 14 = 3). Adding 3 days to 29-08-2016 gives us 02-09-2016. Therefore, the next time they will go to the restaurant is on 02-09-2016."", ""answer"": ""02-09-2016""}"
