question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2010-06-10'},trick,"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of the cousin, we need to subtract 10 days from the given date of birth, which is 2010-06-20. Subtracting 10 days from June 20, 2010, we get June 10, 2010."", ""answer"": ""2010-06-10""}"
"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2000-09-09'},trick,"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of the cousin, we need to subtract 10 days from the given date of birth, which is 2000-09-19. Subtracting 10 days from 2000-09-19 gives us 2000-09-09."", ""answer"": ""2000-09-09""}"
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find out when Benjamin will receive his next paycheck, we need to calculate the number of days between 25 Dec, 2022 and 18 May, 2023. We can do this by counting the number of days in each month between these two dates. 25 Dec, 2022 to 31 Dec, 2022: 6 days. 1 Jan, 2023 to 31 Jan, 2023: 31 days. 1 Feb, 2023 to 28 Feb, 2023: 28 days. 1 Mar, 2023 to 31 Mar, 2023: 31 days. 1 Apr, 2023 to 30 Apr, 2023: 30 days. 1 May, 2023 to 18 May, 2023: 18 days. Total: 6 + 31 + 28 + 31 + 30 + 18 = 144 days. Since the company pays their employees every 15 days, we need to find the remainder when 144 is divided by 15. 144 % 15 = 9. This means Benjamin will receive his next paycheck 9 days after 18 May, 2023, which is 27 May, 2023."", ""answer"": ""27 May, 2023""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between June 29, 2010 and November 01, 2010. June has 30 days, so from June 29 to June 30, there are 1 day. July has 31 days, August has 31 days, September has 30 days, and October has 31 days. Adding these up, we get 1 + 31 + 31 + 30 + 31 = 124 days. Now we need to find the next multiple of 15 after 124. The next multiple of 15 after 124 is 135. So, the next free day will be 135 - 124 = 11 days after November 01, 2010. November 01 + 11 days = November 12, 2010. "", ""answer"": ""November 12, 2010""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between May 28, 2002 and July 24, 2002. May has 31 days, so there are 31 - 28 = 3 days left in May. June has 30 days. So, the total number of days between May 28, 2002 and July 24, 2002 is 3 + 30 + 24 = 57 days. Now, we need to find the next multiple of 15 days after 57 days. The next multiple of 15 after 57 is 60. So, the next time they will go to the restaurant is 60 days after May 28, 2002. To find the date, we add 60 days to May 28, 2002. May has 31 days, so there are 31 - 28 = 3 days left in May. We have 60 - 3 = 57 days left to add. June has 30 days, so we have 57 - 30 = 27 days left to add. July has 31 days, so the next time they will go to the restaurant is July 27, 2002."", ""answer"": ""07-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between 20-02-2014 and 03-04-2014. February has 28 days in 2014, so there are 28 - 20 = 8 days in February. March has 31 days, so there are 31 - 3 = 28 days in March. Adding these together, we have 8 + 28 = 36 days between 20-02-2014 and 03-04-2014. Now, we need to find the next multiple of 16 days after 36 days. The next multiple of 16 after 36 is 48. So, the next time they will go to the restaurant is 48 days after 03-04-2014. To find the date, we add 48 days to 03-04-2014. April has 30 days, so there are 30 - 3 = 27 days left in April. Subtracting 27 from 48, we have 21 days left. Adding 21 days to May 1st, we get 21-05-2014."", ""answer"": ""21-05-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin received his first paycheck on 08-14-2011. The company pays their employees every 10 days. To find out when Benjamin will receive his next paycheck, we need to add 10 days to the date of his first paycheck. 08-14-2011 + 10 days = 08-24-2011. Now, we need to find out how many days have passed between 08-24-2011 and 11-25-2011. There are 2 months and 1 day between these two dates. Since the company pays their employees every 10 days, we need to find out how many 10-day periods have passed between 08-24-2011 and 11-25-2011. There are 2 months and 1 day between these two dates, which is equivalent to 61 days. 61 days / 10 days = 6 periods. Therefore, Benjamin will receive his next paycheck 6 periods after 08-24-2011, which is 11-25-2011. So, Benjamin will receive his next paycheck on 11-25-2011."", ""answer"": ""11-25-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between March 15, 2020 and August 15, 2020, and then find the remainder when dividing this number by 16. The number of days between March 15, 2020 and August 15, 2020 is 153 days. Dividing 153 by 16 gives a quotient of 9 and a remainder of 9. This means that the next free day will be 9 days after August 15, 2020, which is August 24, 2020."", ""answer"": ""2020-08-24""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between 13 Apr, 2007 and 04 Jul, 2007. April has 30 days, so there are 30 - 13 = 17 days in April. May has 31 days, June has 30 days, and 4 days in July. So, the total number of days between 13 Apr, 2007 and 04 Jul, 2007 is 17 + 31 + 30 + 4 = 82 days. Now, we need to find the next multiple of 19 after 82. The next multiple of 19 after 82 is 95. So, the next time they will go to the restaurant is 95 days after 13 Apr, 2007. To find the date, we add 95 days to 13 Apr, 2007. April has 17 days left, May has 31 days, June has 30 days, and 7 days in July. So, the next time they will go to the restaurant is 13 Apr, 2007 + 17 + 31 + 30 + 7 = 97 days after 13 Apr, 2007. The date 97 days after 13 Apr, 2007 is 20 Jul, 2007."", ""answer"": ""20 Jul, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days between August 28, 1997 and October 11, 1997. August has 31 days, so from August 28 to August 31, there are 4 days. September has 30 days, and October has 11 days. So, the total number of days between August 28, 1997 and October 11, 1997 is 4 + 30 + 11 = 45 days. Now, we need to find the next multiple of 10 days after 45 days. The next multiple of 10 after 45 is 50. So, the next time they will go to the restaurant is 50 days after August 28, 1997. To find the date, we add 50 days to August 28, 1997. August has 31 days, so from August 28 to August 31, there are 4 days. We have 50 - 4 = 46 days left. September has 30 days, so we subtract 30 from 46, which leaves us with 16 days. So, the next time they will go to the restaurant is 16 days after September 30, 1997, which is October 16, 1997."", ""answer"": ""Oct 16, 1997""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between 29 September, 2014 and 09 December, 2014. There are 31 days in September, so 31 - 29 = 2 days in September. There are 31 days in October, so 31 days in October. There are 30 days in November, so 30 days in November. And there are 9 days in December, so 9 days in December. Adding all these together: 2 + 31 + 30 + 9 = 72 days. Now we need to find the next multiple of 18 after 72. The next multiple of 18 after 72 is 90. So, the next free day is 90 days after 29 September, 2014. To find the date, we add 90 days to 29 September, 2014. 90 days after 29 September, 2014 is 29 December, 2014."", ""answer"": ""29 December, 2014""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between 11-20-2019 and 01-17-2020. There are 31 days in January and 20 days in November, so the total number of days between the two dates is 31 - 20 + 1 = 12 days. Now, we need to find the next multiple of 12 days after 12 days. The next multiple of 12 days after 12 days is 24 days. So, the next time they will go to the restaurant is 24 days after 11-20-2019, which is 01-13-2020."", ""answer"": ""01-13-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between 11-18-2014 and 02-27-2015. There are 9 months between these two dates. We can calculate the number of days in each month and add them up. 2014 is not a leap year, so February has 28 days. The number of days in each month is: January (31), February (28), March (31), April (30), May (31), June (30), July (31), August (31), September (30), October (31), November (30), December (31). Adding these up, we get 365 days. Now we need to subtract the number of days from 11-18-2014 to 02-27-2015. 11-18-2014 to 12-18-2014 is 30 days, 12-18-2014 to 01-18-2015 is 31 days, 01-18-2015 to 02-18-2015 is 31 days, and 02-18-2015 to 02-27-2015 is 9 days. Adding these up, we get 101 days. Now we need to find the next multiple of 11 after 101. The next multiple of 11 is 121. So, the next free day is 121 days after 11-18-2014, which is 02-27-2015 + 20 days = 03-17-2015."", ""answer"": ""03-17-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between 20 Jan, 2010 and 15 Jun, 2010. There are 31 days in January, 28 days in February, 31 days in March, 30 days in April, 31 days in May, and 15 days in June. Adding these up, we get 31 + 28 + 31 + 30 + 31 + 15 = 166 days. Now, we need to find the remainder when 166 is divided by 10, which is 6. This means that the next free day will be 6 days after 15 Jun, 2010, which is 21 Jun, 2010."", ""answer"": ""2010-06-21""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between 18-04-2016 and 29-08-2016. April has 30 days, so from 18-04-2016 to 30-04-2016 is 12 days. May has 31 days, June has 30 days, July has 31 days, and August has 29 days. So, the total number of days between 18-04-2016 and 29-08-2016 is 12 + 31 + 30 + 31 + 29 = 133 days. Now, we need to find the next date after 29-08-2016 that is a multiple of 17 days. We can do this by finding the remainder when 133 is divided by 17, which is 133 % 17 = 0. Since the remainder is 0, the next date that is a multiple of 17 days is exactly 133 days after 29-08-2016. So, the next date is 29-08-2016 + 133 days = 20-12-2016."", ""answer"": ""20-12-2016""}"
"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'October 18, 2013'}",multi_op,"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find the number of days between July 30, 2013 and October 06, 2013. July has 31 days, so from July 30 to July 31, there is 1 day. August has 31 days, so from August 1 to August 31, there are 31 days. September has 30 days, so from September 1 to September 30, there are 30 days. October has 6 days, so from October 1 to October 6, there are 6 days. Adding all these together: 1 + 31 + 30 + 6 = 68 days. Now, we need to find the next multiple of 16 that is greater than 68. The next multiple of 16 after 68 is 80. So, the next time they will go to the restaurant is 80 - 68 = 12 days after October 06, 2013. Therefore, the next time they will go to the restaurant is October 18, 2013."", ""answer"": ""2013-10-18""}"
