question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the date of their next visit after 20-02-2014 by adding 16 days to 20-02-2014. This gives us 06-03-2014. Adding another 16 days to 06-03-2014 results in 22-03-2014. Since today is 03-04-2014, we need to find the next visit date after this date. Adding 16 days to 22-03-2014 leads to 07-04-2014, which is after today, 03-04-2014. Therefore, the next time Alan and Mary will go to the restaurant is 07-04-2014."", ""answer"": ""07-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin receives a paycheck every 10 days. Since he received his last paycheck on 08-14-2011, we need to determine how many paychecks he has received since then up to 11-25-2011, and then find the next paycheck date after 11-25-2011. From 08-14-2011 to 11-25-2011, there are 103 days. Dividing 103 by 10 gives 10 paychecks with 3 days remaining. This means he has received his last paycheck 3 days ago, so his next paycheck will be due in 7 days. Adding 7 days to 11-25-2011 results in 12-02-2011."", ""answer"": ""12-02-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Firstly, we need to determine how many days have passed since the first free day, March 15, 2020, until August 15, 2020. From March 15 to March 31, there are 17 days. April has 30 days, May has 31 days, June has 30 days, July has 31 days, and from August 1 to August 15, there are 15 days. Adding these up gives us 17 + 30 + 31 + 30 + 31 + 15 = 164 days. Since every 16 days is a free entrance day, we need to see how many 16-day cycles fit into 164 days. 164 divided by 16 equals 10 with a remainder of 4. This means there were 10 free entrance days within this period, with the last one being 160 days after March 15, 2020. Adding 160 days to March 15, 2020 leads us to September 10, 2020. The next free day would then be 16 days after September 10, 2020, which is September 26, 2020."", ""answer"": ""2020-09-26""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the day difference between their first visit and today. From 13 Apr to 04 Jul, there are 31 days in April, 30 days in May, and 3 days in June till the end of the month plus 4 days in July. This sums up to 31 + 30 + 30 + 4 = 95 days. Since they decide to visit the restaurant every 19 days starting from 13 Apr, we need to find the next multiple of 19 after 95. Dividing 95 by 19 gives 5 with a remainder of 0, meaning 95 days exactly covers 5 visits including the initial one. Thus, the next visit would be on the 19th day past 95, i.e., 114 days from 13 Apr. Counting forward from 13 Apr, 114 days lands us on 21 Aug, 2007."", ""answer"": ""21 Aug, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Alan and Mary go to the restaurant every 10 days starting from August 28, 1997. To find the next visit after October 11, 1997, we need to determine how many days have passed since their last visit before or on October 11, 1997, and then calculate the next visit based on their schedule.

First, let's identify the visits before and on October 11, 1997:
- August 28, 1997: Day 1
- September 7, 1997: Day 10
- September 17, 1997: Day 20
- September 27, 1997: Day 30
- October 7, 1997: Day 40

Since October 7 is the last visit before October 11, we know the next visit will be 10 days after October 7, 1997. Adding 10 days to October 7 gives us October 17, 1997."", ""answer"": ""1997-10-17""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 29 September, 2014. Counting 18 days from 29 September, 2014 lands us on 17 October, 2014. Another 18 days from 17 October, 2014 brings us to 13 November, 2014. Adding another 18 days to 13 November, 2014 leads us to 11 December, 2014. Since today is 09 December, 2014, adding 7 days to 11 December, 2014 to get to the next free day lands us on 18 December, 2014. Therefore, the next free day will be on 18 December, 2014."", ""answer"": ""18 December, 2014""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days between November 20, 2019 and January 17, 2020. From November 20, 2019 to December 31, 2019 is 41 days (11 days left in November + 31 days in December). From January 1, 2020 to January 17, 2020 is 17 days. Adding these gives us a total of 41 + 17 = 58 days. Since Alan and Mary visit the restaurant every 12 days, we need to find the next multiple of 12 after 58. Dividing 58 by 12 gives us 4 with a remainder of 10, meaning they visited the restaurant 4 times since their last visit. The next visit would be on day 60 (58 + 12). Counting 60 days from November 20, 2019 brings us to January 19, 2020."", ""answer"": ""01-19-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 11-18-2014. Since every 11 days there is a free entrance day, we need to determine the next free day after 02-27-2015. First, calculate the number of days between 11-18-2014 and 02-27-2015:
From 11-18-2014 to 11-30-2014: 12 days
December 2014: 31 days
January 2015: 31 days
February 2015: 27 days (up to 02-27-2015)
Total: 12 + 31 + 31 + 27 = 101 days.

Now, determine how many free days have occurred within this period: 101 / 11 ≈ 9.18 (round down to 9 free days).
So, the last free day before 02-27-2015 would be the 9th free day counting from 11-18-2014. The 9th free day would occur at 9 * 11 = 99 days after 11-18-2014, which is 02-18-2015. The next free day would then be 11 days after 02-18-2015, which is 02-29-2015."", ""answer"": ""02-29-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The museum offers free entrance every 10 days starting from 20 Jan, 2010. To find the next free day after 15 Jun, 2010, we first determine the number of days from 20 Jan, 2010 to 15 Jun, 2010. Counting the days from 20 Jan to 31 Dec (end of the relevant period in January): 11 days. For February: 28 days in 2010 (non-leap year). For March: 31 days. For April: 30 days. For May: 31 days. For June up to 15th: 15 days. Adding these gives us 11 + 28 + 31 + 30 + 31 + 15 = 146 days. Dividing 146 by 10 gives us 14 full cycles plus 6 extra days. Hence, the last free day before 15 Jun, 2010 was 14 * 10 = 140 days after 20 Jan, 2010, which lands on 29 May, 2010. The next free day would then be 10 days after 15 Jun, 2010, making it 25 Jun, 2010."", ""answer"": ""25 Jun, 2010""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to determine the number of days between the initial visit and today. From 18-04-2016 to 29-08-2016:
- April: 13 days remaining after 18th (30 - 18 + 1)
- May: 31 days
- June: 30 days
- July: 31 days
- August: 29 days up to the 29th
Adding these together gives 13 + 31 + 30 + 31 + 29 = 134 days.

Next, we need to find the next visit date after 134 days, given they visit every 17 days. Since they have visited once already, the next visit would be at 134 + 17 = 151 days from the start date.

Now, let's find the date 151 days from 18-04-2016:
- April: 13 days (as calculated earlier)
- May: 31 days
- June: 30 days
- July: 31 days
- August: 31 days
Total so far is 13 + 31 + 30 + 31 + 31 = 136 days, which exceeds 151 days.

Thus, subtract 136 - 151 = -15 days, meaning we need to go back 15 days from August 31st, which lands us on 16-08-2016. However, we should consider the exact sequence starting from 18-04-2016.

Starting from 18-04-2016, adding 151 days directly:
- 18-04-2016 + 13 days in April = 30-04-2016
- 30-04-2016 + 31 days in May = 31-05-2016
- 31-05-2016 + 30 days in June = 30-06-2016
- 30-06-2016 + 31 days in July ="
"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'October 18, 2013'}",multi_op,"Alan and Mary tried a new restaurant on  July 30, 2013 and really liked it. They decided to go to the same restaurant every 16 days. If today is October 06, 2013, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Firstly, we determine the number of days from July 30, 2013 to October 06, 2013. From July 30 to July 31 is 1 day. August has 31 days and September has 30 days. October 1 to October 6 is 6 days. Summing these up gives us 1 + 31 + 30 + 6 = 68 days. Since Alan and Mary decide to visit the restaurant every 16 days, we need to find the next multiple of 16 days after 68 days. Dividing 68 by 16 gives us 4 with a remainder of 4. This means 68 days from July 30, 2013 is 4 cycles of 16 days plus 4 extra days. Therefore, the next visit would be 16 days after the last multiple of 16 within the 68-day period, which is 64 days (4 cycles of 16 days). Adding 16 days to 64 days brings us to 80 days from July 30, 2013. Counting 80 days from July 30, 2013: 1 day in July (July 31), 31 days in August, 30 days in September, and 18 days into October. Hence, the next visit will be on October 18, 2013."", ""answer"": ""2013-10-18""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on 18 November, 2019. If today is 28 February, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '02 March, 2020'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on 18 November, 2019. If today is 28 February, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 18 November, 2019. Counting 15 days from November 18th, the next free day would be December 3rd, 2019. Another 15 days from December 3rd lands us on December 18th, 2019. Continuing this pattern, we get the following free days: December 3rd, December 18th, January 2nd, January 17th, January 31st, February 14th. Since today is 28 February, 2020, the next free day after February 14th would be February 29th, 2020, as 2020 is a leap year."", ""answer"": ""2020-02-29""}"
