question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2010-06-10'},trick,"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of the cousin, we need to subtract 10 days from the given date of birth, which is 2010-06-20. \n\n1. Start with the date 2010-06-20.\n2. Subtract 10 days from June 20, 2010.\n3. June has 30 days, so subtracting 10 days from June 20 results in June 10, 2010.\n\nTherefore, the cousin's date of birth is 2010-06-10."", ""answer"": ""2010-06-10""}"
"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2000-09-09'},trick,"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of the cousin, we need to subtract 10 days from the given date of birth, which is 2000-09-19. \n\n1. Start with the date 2000-09-19.\n2. Subtract 10 days from September 19.\n3. September has 30 days, so subtracting 10 days from September 19 results in September 9.\n4. Therefore, the cousin's date of birth is 2000-09-09."", ""answer"": ""2000-09-09""}"
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine when Benjamin will receive his next paycheck, we need to calculate the sequence of paydays starting from his first paycheck on 25 Dec, 2022, with a frequency of every 15 days.\n\n1. Start from 25 Dec, 2022.\n2. Add 15 days to find the next payday: 25 Dec + 15 days = 9 Jan, 2023.\n3. Continue adding 15 days for each subsequent payday:\n   - 9 Jan + 15 days = 24 Jan, 2023\n   - 24 Jan + 15 days = 8 Feb, 2023\n   - 8 Feb + 15 days = 24 Feb, 2023\n   - 24 Feb + 15 days = 11 Mar, 2023\n   - 11 Mar + 15 days = 26 Mar, 2023\n   - 26 Mar + 15 days = 10 Apr, 2023\n   - 10 Apr + 15 days = 25 Apr, 2023\n   - 25 Apr + 15 days = 10 May, 2023\n   - 10 May + 15 days = 25 May, 2023\n\nSince today is 18 May, 2023, the next payday after today is 25 May, 2023."", ""answer"": ""25 May, 2023""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine the sequence of free days starting from June 29, 2010, with a 15-day interval. We will calculate each subsequent free day until we find the one that comes after November 1, 2010.\n\n1. Start with the first free day: June 29, 2010.\n2. Add 15 days to find the next free day: July 14, 2010.\n3. Continue adding 15 days to each subsequent free day:\n   - July 29, 2010\n   - August 13, 2010\n   - August 28, 2010\n   - September 12, 2010\n   - September 27, 2010\n   - October 12, 2010\n   - October 27, 2010\n4. The next free day after October 27, 2010, is November 11, 2010.\n5. Since November 1, 2010, is before November 11, 2010, the next free day is November 11, 2010.\n"", ""answer"": ""November 11, 2010""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine the next time Alan and Mary will go to the restaurant, we need to calculate the dates they visited after their initial visit on 05-28-2002, with visits every 15 days. We start by adding 15 days to 05-28-2002 and continue this process until we find a date after 07-24-2002.\n\n1. Initial visit: 05-28-2002\n2. Add 15 days: 06-12-2002\n3. Add another 15 days: 06-27-2002\n4. Add another 15 days: 07-12-2002\n5. Add another 15 days: 07-27-2002\n\nThe next visit after 07-24-2002 is on 07-27-2002."", ""answer"": ""07-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine the next time Alan and Mary will visit the restaurant, we need to calculate the dates they visited after their initial visit on 20-02-2014, given that they visit every 16 days. We will then find the next visit date after 03-04-2014.\n\n1. Start with the initial visit date: 20-02-2014.\n2. Add 16 days to find subsequent visit dates:\n   - 20-02-2014 + 16 days = 06-03-2014\n   - 06-03-2014 + 16 days = 22-03-2014\n   - 22-03-2014 + 16 days = 07-04-2014\n3. Compare these dates with today's date, 03-04-2014, to find the next visit date after today.\n4. The next visit date after 03-04-2014 is 07-04-2014.\n\nTherefore, the next time Alan and Mary will go to the restaurant is on 07-04-2014."", ""answer"": ""07-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine when Benjamin will receive his next paycheck, we need to calculate the dates on which he receives his paychecks starting from his first paycheck on 08-14-2011, with a frequency of every 10 days.\n\n1. Start from the first paycheck date: 08-14-2011.\n2. Add 10 days to find the subsequent paycheck dates:\n   - 08-24-2011\n   - 09-03-2011\n   - 09-13-2011\n   - 09-23-2011\n   - 10-03-2011\n   - 10-13-2011\n   - 10-23-2011\n   - 11-02-2011\n   - 11-12-2011\n   - 11-22-2011\n3. The next paycheck after 11-22-2011 is 10 days later, which is 12-02-2011.\n4. Since today is 11-25-2011, the next paycheck will be on 12-02-2011."", ""answer"": ""12-02-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine how many days have passed since the first free day on March 15, 2020, and then find the next multiple of 16 days from that date.\n\n1. Calculate the number of days from March 15, 2020, to August 15, 2020.\n   - March 15 to March 31: 16 days (March has 31 days)\n   - April: 30 days\n   - May: 31 days\n   - June: 30 days\n   - July: 31 days\n   - August 1 to August 15: 15 days\n   - Total: 16 + 30 + 31 + 30 + 31 + 15 = 153 days\n\n2. Determine how many 16-day cycles have occurred in 153 days.\n   - 153 divided by 16 is 9 with a remainder of 9 (153 = 16 * 9 + 9).\n\n3. Since 9 full cycles have passed, the next free day is 16 - 9 = 7 days from August 15, 2020.\n\n4. Add 7 days to August 15, 2020, to find the next free day.\n   - August 15 + 7 days = August 22, 2020.\n\nTherefore, the next free day is on August 22, 2020."", ""answer"": ""August 22, 2020""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine the next time Alan and Mary will visit the restaurant, we need to calculate the dates they visited after their initial visit on 13 Apr, 2007, and find the next visit after 04 Jul, 2007.\n\n1. Start with the initial visit on 13 Apr, 2007.\n2. Add 19 days to find subsequent visits:\n   - 1st visit: 13 Apr, 2007\n   - 2nd visit: 13 Apr + 19 days = 02 May, 2007\n   - 3rd visit: 02 May + 19 days = 21 May, 2007\n   - 4th visit: 21 May + 19 days = 09 Jun, 2007\n   - 5th visit: 09 Jun + 19 days = 28 Jun, 2007\n   - 6th visit: 28 Jun + 19 days = 17 Jul, 2007\n3. Today is 04 Jul, 2007. The next visit after this date is on 17 Jul, 2007.\n\nTherefore, the next time they will go to the restaurant is on 17 Jul, 2007."", ""answer"": ""17 Jul, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine the next time Alan and Mary will go to the restaurant, we need to calculate the dates they visited starting from August 28, 1997, and then find the next visit after October 11, 1997.\n\n1. Start date: August 28, 1997.\n2. They visit every 10 days. Calculate subsequent visit dates:\n   - 1st visit: August 28, 1997\n   - 2nd visit: September 7, 1997 (August 28 + 10 days)\n   - 3rd visit: September 17, 1997 (September 7 + 10 days)\n   - 4th visit: September 27, 1997 (September 17 + 10 days)\n   - 5th visit: October 7, 1997 (September 27 + 10 days)\n   - 6th visit: October 17, 1997 (October 7 + 10 days)\n3. Today is October 11, 1997. The next visit after this date is October 17, 1997.\n\nTherefore, the next time they will go to the restaurant is on October 17, 1997."", ""answer"": ""Oct 17, 1997""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine the number of days from the first free day, 29 September 2014, to today, 09 December 2014, and then find the next multiple of 18 days after that.\n\n1. Calculate the number of days from 29 September 2014 to 09 December 2014:\n   - September 29 to September 30: 1 day\n   - October: 31 days\n   - November: 30 days\n   - December 1 to December 9: 9 days\n   - Total: 1 + 31 + 30 + 9 = 71 days\n\n2. Determine how many 18-day cycles have passed in 71 days:\n   - 71 divided by 18 is 3 with a remainder of 17 (71 = 18 * 3 + 17).\n\n3. Since 17 days have passed in the current cycle, the next free day is 18 - 17 = 1 day from today.\n\n4. Add 1 day to 09 December 2014:\n   - 09 December + 1 day = 10 December 2014\n\nTherefore, the next free day is on 10 December 2014."", ""answer"": ""10 December, 2014""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To determine the next time Alan and Mary will go to the restaurant, we need to calculate the dates they visited after their initial visit on 11-20-2019, given that they visit every 12 days.\n\n1. Start with the initial visit date: 11-20-2019.\n2. Add 12 days to find the next visit date: 11-20-2019 + 12 days = 12-02-2019.\n3. Continue adding 12 days to each subsequent visit date:\n   - 12-02-2019 + 12 days = 12-14-2019\n   - 12-14-2019 + 12 days = 12-26-2019\n   - 12-26-2019 + 12 days = 01-07-2020\n   - 01-07-2020 + 12 days = 01-19-2020\n4. Today is 01-17-2020, so the next visit after today is on 01-19-2020.\n\nTherefore, the next time they will go to the restaurant is on 01-19-2020."", ""answer"": ""01-19-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine the number of days from the first free day (11-18-2014) to today (02-27-2015) and then find the next multiple of 11 days.\n\n1. Calculate the number of days from 11-18-2014 to 02-27-2015:\n   - From 11-18-2014 to 11-30-2014: 12 days (inclusive of 11-18)\n   - December 2014: 31 days\n   - January 2015: 31 days\n   - From 02-01-2015 to 02-27-2015: 27 days\n   - Total days = 12 + 31 + 31 + 27 = 101 days\n\n2. Determine the remainder when 101 is divided by 11 to find how many days have passed since the last free day:\n   - 101 ÷ 11 = 9 remainder 2\n   - This means 2 days have passed since the last free day.\n\n3. Calculate the number of days until the next free day:\n   - Since 2 days have passed, the next free day is in 11 - 2 = 9 days.\n\n4. Add 9 days to today's date (02-27-2015) to find the next free day:\n   - 02-27-2015 + 9 days = 03-08-2015\n\nTherefore, the next free day is on 03-08-2015."", ""answer"": ""03-08-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to determine the sequence of free days starting from 20 Jan 2010, with a free day every 10 days. We will calculate the dates of these free days until we find the one that comes after 15 Jun 2010.\n\n1. Start with the first free day: 20 Jan 2010.\n2. Add 10 days repeatedly to find subsequent free days:\n   - 20 Jan + 10 days = 30 Jan 2010\n   - 30 Jan + 10 days = 9 Feb 2010\n   - 9 Feb + 10 days = 19 Feb 2010\n   - 19 Feb + 10 days = 1 Mar 2010\n   - 1 Mar + 10 days = 11 Mar 2010\n   - 11 Mar + 10 days = 21 Mar 2010\n   - 21 Mar + 10 days = 31 Mar 2010\n   - 31 Mar + 10 days = 10 Apr 2010\n   - 10 Apr + 10 days = 20 Apr 2010\n   - 20 Apr + 10 days = 30 Apr 2010\n   - 30 Apr + 10 days = 10 May 2010\n   - 10 May + 10 days = 20 May 2010\n   - 20 May + 10 days = 30 May 2010\n   - 30 May + 10 days = 9 Jun 2010\n   - 9 Jun + 10 days = 19 Jun 2010\n3. The next free day after 15 Jun 2010 is 19 Jun 2010.\n\nTherefore, the next free day is on 19 Jun 2010."", ""answer"": ""19 Jun, 2010""}"
