question,label,category,table_id,answer_format,answer_temporal_unit,split,table_context,response
At what age did Hebar Pazardzhik originally retire from his career?,39,wrestling,13,<num_years>,years,head,"category
wrestling

Steve Austin
Born	Steven James Anderson | ( | 1964-12-18 | ) | December 18, 1964 | (age 57) | Austin, Texas, U.S.
Occupation	Media personality | actor | producer | professional wrestler
Years active	1989-2003; 2022 (wrestling) | 1999-present (media)
Spouse(s)	Kathryn Burrhus | ( | married |  1990; | divorced |  1992) | Jeanie Clarke | ( | married |  1992; | divorced |  1999) | Debra Marshall | ( | married |  2000; | divorced |  2003) | Kristin Feres | ( | married |  2009)
Children	3
['Stone Cold Steve Austin (4840047167) (cropped).jpg | Austin in July 2010']

Professional wrestling career
Ring name(s)	The Ringmaster | "" | Stone Cold | "" | Steve Austin | ""Stunning"" Steve Austin | ""Superstar"" Steve Austin
Billed height	6 ft 2 in (188 cm)
Billed weight	252 lb (114 kg)
Billed from	Victoria, Texas, U.S.
Trained by	Chris Adams
Debut	September 30, 1989
Retired	March 30, 2003 (original) | April 2, 2022 (one-off match)
Website	brokenskullranch | .com

","Based on the information provided in the table, there seems to be a discrepancy. The table is about Steve Austin, not Hebar Pazardzhik. However, we can answer the question based on Steve Austin's retirement details.

Step 1: Identify the relevant retirement information.
From the table, we see that Steve Austin originally retired on March 30, 2003.

Step 2: Determine Steve Austin's age at the time of retirement.
Steve Austin was born on December 18, 1964.
To calculate his age when he retired:
- From December 18, 1964, to March 30, 2003, is approximately 38 years and 3 months.

Therefore, Steve Austin retired at the age of 38.

Final Answer: Steve Austin originally retired at the age of 38. However, since the question asks about Hebar Pazardzhik, who is not mentioned in the given table, the correct answer cannot be determined from this data."
At what age did Jeffrey Epstein get work release?,55,person,340,<num_years>,years,head,"category
person

Jeffrey Epstein
Born	Jeffrey Edward Epstein | ( | 1953-01-20 | ) | January 20, 1953 | New York City, New York, U.S.
Died	August 10, 2019 | (2019-08-10) | (aged 66) | New York City, New York, U.S.
Cause of death	Suicide by hanging
Resting place	I.J. Morris Star of David Cemetery, Palm Beach, Florida
Occupation	Financier | broker | educator | socialite
Title	Owner of Jeffrey Epstein VI Foundation
Criminal charge	Procuring an underage girl for prostitution; sex trafficking
Penalty	13 months with work release (2008)
[""Epstein Final Mugshot.png | Epstein's final mugshot, July 9, 2019""]

Details
Victims	36
Date apprehended	July 6, 2019 (second criminal case)
Website	www | .jeffreyepstein | .org

","To determine at what age Jeffrey Epstein got work release, we need to find his age in 2008 when he received the penalty of 13 months with work release. 

Step 1: Determine Epstein's birth year.
From the information given, Jeffrey Epstein was born on January 20, 1953.

Step 2: Calculate Epstein's age in 2008.
Subtract the birth year from the year he received the penalty: 
2008 - 1953 = 55

Therefore, Jeffrey Epstein was 55 years old when he got work release.
Final Answer: 55"
At what age did Johann Friedrich Wilhelm Adolf Baeyer win the Davy Medal?,46,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","Johann Friedrich Wilhelm Adolf Baeyer won the Davy Medal in 1881. According to the table, he was born on 31 October 1835 and died on 20 August 1917, aged 81. To find his age when he won the Davy Medal, we need to calculate the difference between the year he received the award and his birth year: 1881 - 1835 = 46.
Final Answer: 46"
At what age did Max Aaron begin skating?,4,figure skating,747,<num_years>,years,head,"category
figure skating

Max Aaron
['Max Aaron - 2016 Worlds.jpg | Aaron during the exhibition gala at the 2016 World Championships']

Personal information
Full name	Maxwell Theodore Aaron
Country represented	United States
Born	( | 1992-02-25 | ) | February 25, 1992 | (age 30) | Scottsdale, Arizona
Home town	Scottsdale, Arizona
Residence	Colorado Springs, Colorado
Height	1.73 m (5 ft 8 in)
Coach	Tom Zakrajsek | Becky Calvin
Former coach	Julie Patterson | Doug Ladret
Choreographer	Katherine Hill
Former choreographer	Phillip Mills | Mark Pillay | Lori Nichol | Pasquale Camerlengo | Tom Dickson | Catarina Lindgren
Skating club	Broadmoor SC
Began skating	1996
Retired	April 19, 2018
World standing	12 | ( | 2017-18 | ) | 13 | ( | 2016-17 | ) | 11 | ( | 2015-16 | ) | 11 | ( | 2014-15 | ) | 14 | ( | 2013-14 | ) | 27 | ( | 2012-13 | ) | 56 | ( | 2011-12 | ) | 59 | ( | 2010-11 | )

ISU personal best scores
Combined total	261.56 | 2017 U.S. Classic
Short program	87.03 | 2015 Tallinn Trophy
Free skate	176.58 | 2017 Cup of China

Figure skating: Men's singles

Representing | United States

World Team Trophy
['Gold medal - first place | 2013 Tokyo | Team', 'Gold medal - first place | 2015 Tokyo | Team']

","According to the table, Max Aaron began skating in 1996. Given that Max Aaron was born on February 25, 1992, we can calculate his age when he started skating as follows:
1996 - 1992 = 4 years old
Therefore, Max Aaron began skating when he was 4 years old.
Final Answer: 4"
At what age did Melissa L. Coates retire from wrestling?,49,body builder,806,<num_years>,years,head,"category
body builder

Melissa L. Coates
Born	( | 1971-06-18 | ) | June 18, 1971 | Thunder Bay, Ontario, Canada
Died	June 23, 2021 | (2021-06-23) | (aged 50) | Las Vegas, Nevada, U.S.
Alma mater	Lakehead University
['Melissa Coates.jpg | Coates at an NWA Anarchy event in October 2007']

Professional wrestling career
Ring name(s)	Melissa Coates | The Bag Lady | Mistress Melissa | Super Genie | Mile High Melissa
Billed height	5 ft 5 in (1.65 m) | [ | non-primary source needed | ]
Billed weight	150 lb (68 kg)
Billed from	Los Angeles, California U.S.
Trained by	Killer Kowalski | Ultimate Pro Wrestling | Ohio Valley Wrestling | Wild Samoan Training Center | Deep South Wrestling | NWA Anarchy
Debut	2002
Retired	2020
['Bodybuilder']

Professional career
Pro-debut	.mw-parser-output ul.cslist,.mw-parser-output ul.sslist{margin:0;padding:0;display:inline-block;list-style:none}.mw-parser-output ul.cslist-embedded{display:inline}.mw-parser-output .cslist li,.mw-parser-output .sslist li{margin:0;padding:0 .25em 0 0;display:inline-block}.mw-parser-output .cslist li:after{content:"", ""}.mw-parser-output .sslist li:after{content:""; ""}.mw-parser-output .cslist li:last-child:after,.mw-parser-output .sslist li:last-child:after{content:none} | IFBB Jan Tana Classic | 1996
Best win	IFBB Jan Tana Classic champion | 1996
Predecessor	Sue Gafner
Successor	Chris Bongiovannii

","To determine the age at which Melissa L. Coates retired from wrestling, we need to use her birth year and her retirement year.

1. From the ""Born"" row, we can see that Melissa L. Coates was born on June 18, 1971.
2. According to the ""Retired"" row, she retired in 2020.

Now we calculate her age when she retired:

- She was born in 1971 and retired in 2020, so the difference is 2020 - 1971 = 49 years.
- Since she retired in 2020 but had not yet celebrated her 50th birthday (which would be on June 18), she was 49 years old at the time of retirement.

Final Answer: 49"
At what age did Paul Gauguin marry Mette-Sophie Gad?,25,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To determine the age at which Paul Gauguin married Mette-Sophie Gad, we need to calculate his age based on his birth date and the year of marriage.

1. **Birth Date**: Eugene Henri Paul Gauguin was born on June 7, 1848.
2. **Marriage Year**: He married Mette-Sophie Gad in 1873.

Now, let's calculate his age in 1873:

- From 1848 to 1873 is a span of 1873 - 1848 = 25 years.

Since his birthday is on June 7, and assuming they got married sometime after that date in 1873, he would have turned 25 during the year 1873.

Therefore, Paul Gauguin was 25 years old when he married Mette-Sophie Gad.
Final Answer: 25"
At what age did Paul Gauguin separate from Mette-Sophie Gad?,46,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To find out at what age Paul Gauguin separated from Mette-Sophie Gad, we need to follow these steps:

1. Determine Gauguin's birth year: According to the table, he was born in 1848.
2. Find out when he separated from Mette-Sophie Gad: The table states they separated in 1894.
3. Calculate Gauguin's age at separation: Subtract his birth year from the year of separation: 1894 - 1848 = 46.

Therefore, Paul Gauguin was 46 years old when he separated from Mette-Sophie Gad.
Final Answer: 46"
At what age did Paul Gauguin separate from Teha'amana?,45,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To find out at what age Paul Gauguin separated from Teha'amana, we need to calculate his age at the time of separation based on his birth date and the date of separation.

Step 1: Identify Gauguin's birth date and the date he separated from Teha'amana.
- Born: 7 June 1848
- Separated from Teha'amana: 1893

Step 2: Calculate Gauguin's age in 1893.
- Subtract the birth year from the separation year: 1893 - 1848 = 45 years
- Since the separation occurred in 1893 and his birthday is on June 7, he would have turned 45 years old during that year.

Therefore, Paul Gauguin was 45 years old when he separated from Teha'amana.
Final Answer: 45"
At what age did Pierre Auguste Cot die?,46,painter,350,<num_years>,years,head,"category
painter

Pierre Auguste Cot
Born	Pierre Auguste Cot | ( | 1837-02-17 | ) | 17 February 1837 | Bédarieux, Hérault, France
Died	2 August 1883 | (1883-08-02) | (aged 46) | Paris, France
Resting place	Père Lachaise Cemetery
Nationality	French
Known for	Painting
Notable work	Springtime | (1873) | The Storm | (1880)
Movement	Academic Classicism
Awards	Chevalier of the Legion of Honour
['Bedarieux Monument de Pierre Auguste Cot par Antonin Mercié 1891.jpg | A bust of Cot at Pierre Auguste Cot Memorial, Bédarieux']

","To find out at what age Pierre Auguste Cot died, we need to calculate the difference between his death year and birth year.

From the table:
- Died: 2 August 1883
- Born: 17 February 1837

Subtract the birth year from the death year: 1883 - 1837 = 46 years.

However, to be precise, we should consider the dates within those years. Since his birthday (17 February) comes after his death date (2 August), he would have had his 47th birthday shortly after his death.

Therefore, Cot died at the age of 46 but just before turning 47.
Final Answer: 46 (approaching 47)"
At what age did Pierre Auguste Cot finish The Storm?,43,painter,350,<num_years>,years,head,"category
painter

Pierre Auguste Cot
Born	Pierre Auguste Cot | ( | 1837-02-17 | ) | 17 February 1837 | Bédarieux, Hérault, France
Died	2 August 1883 | (1883-08-02) | (aged 46) | Paris, France
Resting place	Père Lachaise Cemetery
Nationality	French
Known for	Painting
Notable work	Springtime | (1873) | The Storm | (1880)
Movement	Academic Classicism
Awards	Chevalier of the Legion of Honour
['Bedarieux Monument de Pierre Auguste Cot par Antonin Mercié 1891.jpg | A bust of Cot at Pierre Auguste Cot Memorial, Bédarieux']

","To find out the age at which Pierre Auguste Cot finished ""The Storm,"" we need to determine his age in 1880 when the painting was completed.

Step 1: Identify Cot's birth date.
Cot was born on 17 February 1837.

Step 2: Identify the completion date of ""The Storm.""
""The Storm"" was completed in 1880.

Step 3: Calculate Cot's age in 1880.
Age = Year of painting completion - Birth year
Age = 1880 - 1837 = 43 years old.

Since the painting was completed in 1880, Cot would have turned 43 years old that year.

Final Answer: 43"
