question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to calculate the number of days between June 29, 2010 and November 1, 2010. 
- June has 30 days, so from June 29 to June 30, there is 1 day.
- July has 31 days.
- August has 31 days.
- September has 30 days.
- October has 31 days.
- November has 1 day (from November 1 to November 1).

Adding all these together: 1 + 31 + 31 + 30 + 31 + 1 = 125 days.

Since the first free day was on June 29, 2010, we can calculate the number of free days that have occurred so far:
- 125 days / 15 days per free day = 8 with a remainder of 5.

This means that there have been 8 free days so far, and the next free day will occur after 10 more days (15 - 5 = 10).

So, we need to add 10 days to November 1, 2010. 
- November has 30 days, so from November 1 to November 10 (10 days after November 1, but November only has 30 days, and 1 + 10 - 1 = 10), there are 10 days, but since we start counting at November 1, we can just count 10 days after November 1, which lands on November 11.

Thus, the next free day is November 11, 2010."", ""answer"": ""2010-11-11""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out when they went to the restaurant the last time before 07-24-2002. We start from 05-28-2002 and add 15 days successively until we exceed 07-24-2002. The dates are as follows: 06-12-2002, 06-27-2002, 07-12-2002. The next date would be 07-12-2002 + 15 days = 07-27-2002. Thus, the next time they will go to the restaurant is 07-27-2002."", ""answer"": ""07-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to find out the number of days between 20-02-2014 and 03-04-2014. February has 28 days in 2014, so from 20-02-2014 to 28-02-2014 is 28 - 20 + 1 = 9 days. March has 31 days, so from 01-03-2014 to 03-04-2014 is 3 days. In total, that is 9 + 31 + 3 = 43 days. Since they go to the restaurant every 16 days, we need to divide 43 by 16 and find the remainder. 43 // 16 = 2 with a remainder of 11. This means they have already been to the restaurant twice since 20-02-2014, and the next time will be 16 - 11 = 5 days from 03-04-2014. Therefore, the next time they will go to the restaurant is 03-04-2014 + 5 days = 08-04-2014."", ""answer"": ""08-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next paycheck date, we need to calculate the number of days between 08-14-2011 and 11-25-2011, and then add the remaining days to reach the next multiple of 10. 
First, we find the number of days between 08-14-2011 and 11-25-2011:
- August has 17 days left: 31 - 14 + 1 = 17
- September has 30 days
- October has 31 days
- November has 25 days
Total days = 17 + 30 + 31 + 25 = 103 days

Since the company pays every 10 days, we divide the total days by 10:
103 // 10 = 10 with a remainder of 3

This means Benjamin has already received 10 paychecks after the first one, and 3 days have passed since the last paycheck. 
To find the next paycheck date, we add 7 days (10 - 3 = 7) to 11-25-2011.
11-25-2011 + 7 days = 12-02-2011
So, the next paycheck date will be 12-02-2011."", ""answer"": ""12-02-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to calculate the number of days between March 15, 2020 and August 15, 2020. March has 31 days, so from March 15 to March 31, there are 16 days. April has 30 days, May has 31 days, June has 30 days, July has 31 days, and from August 1 to August 15, there are 15 days. So the total number of days is 16 + 30 + 31 + 30 + 31 + 15 = 153 days. Now we divide 153 by 16 to find the number of free days that have occurred: 153 // 16 = 9 with a remainder of 9. This means that the last free day was 9 * 16 = 144 days ago, which was on July 7, 2020. The next free day will be 16 - 9 = 7 days from August 15, 2020. So the next free day will be August 22, 2020."", ""answer"": ""2020-08-22""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find out the next time Alan and Mary will go to the restaurant, we need to calculate the number of days between April 13, 2007 and July 4, 2007, and then find the next multiple of 19. 
- April has 30 days, so from April 13 to April 30, there are 30 - 13 + 1 = 18 days.
- May has 31 days.
- June has 30 days.
- From July 1 to July 4, there are 4 days.
So the total number of days from April 13 to July 4 is: 18 + 31 + 30 + 4 = 83 days.
Now we need to find the largest multiple of 19 that is less than or equal to 83. 19 * 4 = 76. The next time they will go to the restaurant will be 19 days after April 13 + 76 days = July 4 + (19 - (83 - 76)) = July 4 + 19 - 7 = July 16.
So, the next time they will go to that restaurant is 16 Jul, 2007."", ""answer"": ""16 Jul, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's find out how many times they have been to the restaurant since August 28, 1997. We can do this by finding the number of days between August 28, 1997 and October 11, 1997 and then dividing by 10. 
- August has 31 days, so from August 28 to August 31 is 3 days.
- September has 30 days.
- From October 1 to October 11 is 11 days.
So the total number of days is 3 + 30 + 11 = 44 days.
Now, let's divide 44 by 10: 44 // 10 = 4 with a remainder of 4. This means they have been to the restaurant 4 times and the last time was 4 days ago. 
The next time they will go to the restaurant will be 10 - 4 = 6 days from now. 
Today is October 11, 1997. We need to add 6 days to this date. 
October has 31 days, so October 11 + 6 = October 17, 1997."", ""answer"": ""1997-10-17""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to find the number of days between September 29, 2014 and December 9, 2014. 
- September has 30 days, so from September 29 to September 30, there is 1 day.
- October has 31 days.
- November has 30 days.
- From December 1 to December 9, there are 9 days.
So, the total number of days is 1 + 31 + 30 + 9 = 71 days.
Since the free days occur every 18 days, we need to find the closest multiple of 18 to 71. 
71 divided by 18 is approximately 3 with a remainder of 17, which means the last free day was on September 29, 2014 + (3 * 18) = September 29 + 54 days = November 22, 2014.
The next free day would be 18 days after November 22, 2014. 
November has 30 days, so from November 22 to November 30, there are 8 days.
Then, from December 1 to December 10, there are 10 days.
So, 8 + 10 = 18 days, which means the next free day is on December 10, 2014."", ""answer"": ""2014-12-10""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we calculate the number of days between 11-20-2019 and 01-17-2020. November has 30 days, so from 11-20-2019 to 11-30-2019 is 10 days. December has 31 days, so that is 31 days. From 01-01-2020 to 01-17-2020 is 17 days. Therefore, the total number of days between 11-20-2019 and 01-17-2020 is 10 + 31 + 17 = 58 days. Since they go to the restaurant every 12 days, we divide 58 by 12 and find the remainder. 58 // 12 = 4 remainder 10. This means they have been to the restaurant 4 times since 11-20-2019 and the next time will be 12 - 10 = 2 days after 01-17-2020. Therefore, the next time they will go to the restaurant is 01-19-2020."", ""answer"": ""01-19-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between 11-18-2014 and 02-27-2015. November has 30 days, so from 11-18-2014 to 11-30-2014 is 12 days. December has 31 days, so that's 31 days. January has 31 days and February has 27 days until 02-27-2015. The total number of days is 12 + 31 + 31 + 27 = 101 days. Since every 11th day is free, we divide 101 by 11 and find the remainder. 101 // 11 = 9 with a remainder of 2. This means that the last free day was 9 * 11 = 99 days after 11-18-2014, which is 02-25-2015. The next free day will be 11 days after 02-25-2015. So we add 11 days to 02-25-2015 to get the next free day, which is 03-08-2015."", ""answer"": ""03-08-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to find the number of days between January 20, 2010, and June 15, 2010. 
- January has 31 days, so from January 20 to January 31, there are 31 - 20 + 1 = 12 days.
- February has 28 days in 2010.
- March has 31 days.
- April has 30 days.
- May has 31 days.
- From June 1 to June 15, there are 15 days.

Adding all these together: 12 + 28 + 31 + 30 + 31 + 15 = 147 days.

Since the first free day was on January 20, 2010, we can list the free days as follows:
- 20 Jan 2010
- 30 Jan 2010 (10 days after 20 Jan)
- 9 Feb 2010 (10 days after 30 Jan)
- 19 Feb 2010 (10 days after 9 Feb)
- 1 Mar 2010 (10 days after 19 Feb)
- 11 Mar 2010 (10 days after 1 Mar)
- 21 Mar 2010 (10 days after 11 Mar)
- 31 Mar 2010 (10 days after 21 Mar)
- 10 Apr 2010 (10 days after 31 Mar)
- 20 Apr 2010 (10 days after 10 Apr)
- 30 Apr 2010 (10 days after 20 Apr)
- 10 May 2010 (10 days after 30 Apr)
- 20 May 2010 (10 days after 10 May)
- 30 May 2010 (10 days after 20 May)
- 9 Jun 2010 (10 days after 30 May)

The next free day will be 10 days after 9 Jun 2010, which is 19 Jun 2010."", ""answer"": ""2010-06-19""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to calculate the number of days between 18-04-2016 and 29-08-2016. April has 30 days, so from 18-04-2016 to 30-04-2016 is 12 days. May has 31 days, June has 30 days, July has 31 days and August has 29 days until 29-08-2016. So the total number of days is 12 + 31 + 30 + 31 + 29 = 133 days. Now, we need to divide 133 by 17 and find the remainder. 133 // 17 = 7 remainder 14. This means that Alan and Mary have been to the restaurant 7 times after their initial visit and 14 days have passed since their last visit. The next time they will go to the restaurant will be 17 - 14 = 3 days after 29-08-2016. So, the next time they will go to the restaurant is 01-09-2016."", ""answer"": ""01-09-2016""}"
