question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2010-06-10'},trick,"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of your cousin, we need to subtract 10 days from your birth date. June 20 - 10 days = June 10"", ""answer"": ""2010-06-10""}"
"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2000-09-09'},trick,"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To find the date of birth of your cousin, we need to subtract 10 days from your date of birth. This is a simple date subtraction problem."", ""answer"": ""2000-09-09""}"
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the date of the next paycheck, we need to find out how many paychecks Benjamin has received. First, we calculate the number of days between December 25, 2022 and May 18, 2023. There are 151 days between December 25, 2022 and May 18, 2023. To find out the number of paychecks, we divide the total days by 15. 151 // 15 = 10. Therefore, Benjamin has received 10 paychecks. Now we need to add 15 days to May 18, 2023 to find the date of the next paycheck. The next paycheck will be on June 2, 2023."", ""answer"": ""2023-06-02""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to calculate the number of days between June 29, 2010 and November 1, 2010. There are 122 days between both dates. Since the museum has a free day every 15 days, we need to divide 122 by 15. The quotient is 8 and the remainder is 2. This means that 8 free days have passed and there are 2 days remaining until the next free day. Since 8 * 15 = 120, we need to add 2 days to June 29, 2010 to get the next free day. June 29 + 2 = July 1, 2010. However, July 1, 2010 is not the next free day because the first free day was on June 29, 2010, which was 15 days ago. So we need to add another 15 days to July 1, 2010. July 1 + 15 = July 16, 2010. However, July 16, 2010 is not the next free day because the first free day was on June 29, 2010, which was 15 days ago. So we need to add another 15 days to July 16, 2010. July 16 + 15 = July 31, 2010. However, July 31, 2010 is not the next free day because the first free day was on June 29, 2010, which was 15 days ago. So we need to add another 15 days to July 31, 2010. July 31 + 15 = August 15, 2010. However, August 15, 2010 is not the next free day because the first free day was on June 29, 2010, which was 15 days ago. So we need to add another 15 days to August 15, 2010. August 15 + 15 = August 30, 2010. However, August 30, 2010 is not the next free day because the first free day was on June 29, 2010, which was 15 days ago. So we need to add another 15 days to August 30, 2010. August 30 + 15 = September 14, 2010. However, September 14, 2010 is not the next free day because the"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next time Alan and Mary will go to the restaurant, we need to add 15 days to the current date. First, we need to find the number of days from May 28, 2002 to July 24, 2002. July has 31 days, so from May 28 to July 24, there are 31 - 28 + 1 + 24 = 26 days. Since 26 is not a multiple of 15, we need to add the remainder of 15 - (26 % 15) to 26 to get the next multiple of 15. The remainder of 26 % 15 is 11, so we add 15 - 11 = 4 days to 26. Therefore, the next time they will go to the restaurant is 26 + 4 = 30 days after May 28. Adding 30 days to May 28: May has 31 days, so 30 days after May 28 is June 27."", ""answer"": ""06-27-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""We need to find the next date that is 16 days after 03-04-2014. To do this, we can add 16 days to 03-04-2014. 03-04-2014 + 16 days = 20-03-2014, 21-03-2014, 22-03-2014, 23-03-2014, 24-03-2014, 25-03-2014, 26-03-2014, 27-03-2014, 28-03-2014, 29-03-2014, 30-03-2014, 31-03-2014, 01-04-2014, 02-04-2014, 03-04-2014, 04-04-2014, 05-04-2014, 06-04-2014, 07-04-2014, 08-04-2014, 09-04-2014, 10-04-2014, 11-04-2014, 12-04-2014, 13-04-2014, 14-04-2014, 15-04-2014, 16-04-2014, 17-04-2014, 18-04-2014, 19-04-2014, 20-04-2014, 21-04-2014, 22-04-2014, 23-04-2014, 24-04-2014, 25-04-2014, 26-04-2014, 27-04-2014, 28-04-2014, 29-04-2014, 30-04-2014, 01-05-2014, 02-05-2014, 03-05-2014, 04-05-2014, 05-05-2014, 06-05-2014, 07-05-2014, 08-05-2014, 09-05-2014, 10-05-2014, 11-05-2014, 12-05-2014, 13-05-2014, 14-05-2014, 15-05-2014, 16-"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin received his first paycheck on 08-14-2011. He receives a paycheck every 10 days. We need to find the number of days between 08-14-2011 and 11-25-2011. There are 97 days between 08-14-2011 and 10-29-2011 (97 days) and 27 days between 10-29-2011 and 11-25-2011. The total number of days is 97 + 27 = 124 days. 124 divided by 10 is 12 remainder 4. So, Benjamin has already received 12 paychecks. He will receive his next paycheck in 4 days. Therefore, the date of his next paycheck is 11-29-2011"", ""answer"": ""11-29-2011""}"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to find out how many days have passed since March 15, 2020 to August 15, 2020. We can do this by calculating the difference in days between both dates. March has 31 days, April has 30 days, May has 31 days, June has 30 days, July has 31 days. August has 15 days. The total number of days is: 31 + 30 + 31 + 30 + 31 + 15 = 168 days. Since every 16 days is a free day, we can divide 168 by 16 to get the number of free days that have passed: 168 // 16 = 10.5. The remainder is 168 - (10 * 16) = 168 - 160 = 8 days. This means that there have been 10 free days since March 15, 2020, and 8 days have passed since the last free day. Since the last free day was on July 10, 2020, we need to add 8 days to find the next free day. July has 31 days, so July 31, 2020 + 8 days = August 8, 2020"", ""answer"": ""2020-08-08""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""We need to find the next multiple of 19 days after 13 April, 2007. To do this, we first need to find the number of days between 13 April, 2007 and 04 July, 2007. We can break this down into months and days. April has 30 days, May has 31 days and the first 4 days of June. So, the number of days is: 30 + 31 + (31 - 4) = 88 days. Since 88 is not a multiple of 19, we need to find the remainder when 88 is divided by 19: 88 % 19 = 11. This means that 19 * 4 = 76 days have passed, and 88 - 76 = 12 days are left. To find the next date, we need to add 7 * 19 = 133 days to 04 July, 2007. The number of days we need to add is 133. 133 // 30 = 4 full months, 133 % 30 = 13 days. We need to add 4 months and 13 days to 04 July, 2007. July has 31 days, August has 31 days, September has 30 days, and the first 13 days of October. Therefore, the next date is 13 October, 2007."", ""answer"": ""13 Oct, 2007""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Since Alan and Mary go to the restaurant every 10 days, we need to find the next multiple of 10 after August 28, 1997. We can do this by adding 10 to August 28, 1997, until we reach or surpass October 11, 1997.
- August 28, 1997 + 10 days = September 7, 1997
- September 7, 1997 + 10 days = September 17, 1997
- September 17, 1997 + 10 days = September 27, 1997
- September 27, 1997 + 10 days = October 7, 1997
- October 7, 1997 + 10 days = October 17, 1997
Since October 17, 1997 is after October 11, 1997, the next time they will go to the restaurant is October 17, 1997."", ""answer"": ""1997-10-17""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we need to find the number of days between 29 September, 2014 and 09 December, 2014. Since September has 30 days, October has 31 days, November has 30 days, the number of days between 29 September, 2014 and 30 November, 2014 is 31 + 31 + 30 = 92 days. Since 09 December, 2014 is the 1st day of the next month, we only need to count 9 days. Thus, the total number of days between 29 September, 2014 and 09 December, 2014 is 92 + 9 = 101 days. Since every 18 days is a free day, we need to divide 101 by 18 to find the remainder. 101 // 18 = 5, the remainder is 101 - (5 * 18) = 101 - 90 = 11. Therefore, there are 11 days left until the next free day. Since the next free day is after 11 days, we need to add 11 to 09 December, 2014. Since December has 31 days, the next free day is 20 December, 2014."", ""answer"": ""2014-12-20""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next time Alan and Mary will go to the restaurant, we need to add 12 days to 01-17-2020. 12 days is 12 days, 12 days is 24 days, 12 days is 36 days, 12 days is 48 days, 12 days is 60 days. Therefore, we need to add 60 days to 01-17-2020. We can break down 60 days into months: 1 month is 31 days, 2 months is 62 days. We can subtract 2 months from 01-17-2020 to get 11-17-2019. Then we add the remaining 1 month to get 12-17-2019. However, 60 days is 2 months and 12 days. Since 01-17-2020 is the 17th of January, we need to go back to 11-17-2019, then add 2 months and 12 days to get 01-29-2020"", ""answer"": ""01-29-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next free day, we first need to find out how many days have passed since the first free day. The difference between the two dates is 93 days. We then divide this number by 11 and find the remainder. 93 // 11 = 8 with a remainder of 5. This means that 5 more days are needed for the next free day. Since the first free day was on 11-18-2014, we add 5 days to this date. The next free day is on 11-23-2014 is not the correct answer, instead we add the 5 days to 11-18-2014, and we get 11-23 is incorrect, 11-23 + 5 days is actually 11-28-2014 + 5 days is actually 12-3, then 12-3 + 5 days is actually 12-8, then 12-8 + 5 days is actually 12-13, then 12-13 + 5 days is actually 12-18, then 12-18 + 5 days is actually 12-23, then 12-23 + 5 days is actually 12-28, then 12-28 + 5 days is actually 1-2, then 1-2 + 5 days is actually 1-7, then 1-7 + 5 days is actually 1-12, then 1-12 + 5 days is actually 1-17, then 1-17 + 5 days is actually 1-22, then 1-22 + 5 days is actually 1-27, then 1-27 + 5 days is actually 2-1, then 2-1 + 5 days is actually 2-6, then 2-6 + 5 days is actually 2-11, then 2-11 + 5 days is actually 2-16, then 2-16 + 5 days is actually 2-21, then 2-21 + 5 days is actually 2-26, then 2-26 + 5 days is actually 3-3, then 3-3 + 5 days is actually 3-8, then 3-8 + 5 days is actually 3-13, then 3-13 + 5 days is actually 3-18,"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Since the first free day was on 20 Jan, 2010, and we know that there is a free day every 10 days, we can count the number of days from 20 Jan, 2010 to 15 Jun, 2010. From 20 Jan to 31 Dec, 2009, there are 42 days. In 2010, there are 166 days from 1 Jan to 15 Jun. 42 + 166 = 208 days. 208 % 10 = 8. This means that there were 20 free days, and the next free day will be 10 - 8 = 2 days after 15 Jun, 2010."", ""answer"": ""2010-06-17""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""To find the next time Alan and Mary will go to the restaurant, we need to add 17 days to 29 August 2016. First, we need to convert the date to a format that we can easily add days to. We can use the datetime module in Python to do this. The next date will be: datetime(2016, 8, 29) + timedelta(days=17). This will be: 2016-09-15. Therefore, the next time Alan and Mary will go to the restaurant is 15-09-2016."", ""answer"": ""15-09-2016""}"
