question,label,question_type,question_wo_instruct,instruction,answer_format,answer_temporal_unit,split,response
"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2010-06-10'},trick,"I was born on 2010-06-20 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""The cousin was born 10 days before the person. The person was born on 2010-06-20. Subtracting 10 days from June 20, 2010, brings us to June 10, 2010."", ""answer"": ""2010-06-10""}"
"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"". Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.",{'answer': '2000-09-09'},trick,"I was born on 2000-09-19 (yyyy-mm-dd) and my cousin was born 10 days before me. Give the date of birth of my cousin in the same format. If the question cannot be answered, reply ""unanswerable"".","Format your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"": ""<answer>""}, where <answer> is the computed answer, or ""unanswerable"" if the question cannot be answered.","""<answer>""",date,arithmetic," ""To determine the date of birth of the cousin, we need to subtract 10 days from the given birthdate. Starting from 2000-09-19, we subtract 10 days. The subtraction results in 2000-09-09."", ""answer"": ""2000-09-09""}"
"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '24 May, 2023'}",multi_op,"A company pays their employees every 15 days. Benjamin received his first paycheck on 25 Dec, 2022. If today is 18 May, 2023, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin receives his paychecks every 15 days. He received his first paycheck on December 25, 2022. We need to determine the dates of his subsequent paychecks up to and including the date of May 18, 2023.

1. First Paycheck: December 25, 2022
2. Second Paycheck: December 25, 2022 + 15 days = January 9, 2023
3. Third Paycheck: January 9, 2023 + 15 days = January 24, 2023
4. Fourth Paycheck: January 24, 2023 + 15 days = February 8, 2023
5. Fifth Paycheck: February 8, 2023 + 15 days = February 23, 2023
6. Sixth Paycheck: February 23, 2023 + 15 days = March 9, 2023
7. Seventh Paycheck: March 9, 2023 + 15 days = March 24, 2023
8. Eighth Paycheck: March 24, 2023 + 15 days = April 8, 2023
9. Ninth Paycheck: April 8, 2023 + 15 days = April 23, 2023
10. Tenth Paycheck: April 23, 2023 + 15 days = May 8, 2023

Since today is May 18, 2023, the next paycheck after May 8, 2023, would be on May 23, 2023, but since today is already past that date, the next paycheck after today is May 23, 2023."", ""answer"": ""2023-05-23""}"
"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'November 11, 2010'}",multi_op,"A museum announced that every 15 days, there will be a day of free entrance. The first free day was on June 29, 2010. If today is November 01, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on June 29, 2010. Since the free days occur every 15 days, we need to determine the next free day after November 1, 2010. 

First, let's calculate the number of days from June 29, 2010 to November 1, 2010:
- From June 29 to June 30: 1 day
- July: 31 days
- August: 31 days
- September: 30 days
- October: 31 days
- From November 1: 0 days

Total days from June 29 to November 1: 1 + 31 + 31 + 30 + 31 = 124 days.

Since the first free day was on June 29, the sequence of free days would be June 29, July 14, July 29, August 13, August 28, September 12, September 27, October 12, October 27, November 11.

Therefore, the next free day after November 1, 2010, would be November 11, 2010."", ""answer"": ""2010-11-11""}"
"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '07-27-2002'},multi_op,"Alan and Mary tried a new restaurant on  05-28-2002 and really liked it. They decided to go to the same restaurant every 15 days. If today is 07-24-2002, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to determine the number of days between their first visit and today. Their first visit was on 05-28-2002 and today is 07-24-2002. 

From May 28 to July 24, there are:
- 3 days left in May (May has 31 days)
- All 31 days in June
- 24 days in July up to July 24

So, the total number of days between May 28 and July 24 is 3 + 31 + 24 = 58 days.

Since they visited the restaurant on the first day and every 15 days after, we need to find the next multiple of 15 that is greater than or equal to 58. This can be calculated as (58 // 15) * 15 + 15 = 60 + 15 = 75 days from May 28.

Now, we need to convert 75 days into the calendar dates:
- 31 days in May + 30 days in June = 61 days
- 75 - 61 = 14 days into July

So, 75 days from May 28 is July 12.

Therefore, Alan and Mary will go to the restaurant on 07-12-2002."", ""answer"": ""07-12-2002""}"
"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '09-04-2014'},multi_op,"Alan and Mary tried a new restaurant on  20-02-2014 and really liked it. They decided to go to the same restaurant every 16 days. If today is 03-04-2014, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we determine the number of days between their first visit and today. From 20-02-2014 to 03-04-2014, there are 45 days. Since they visit every 16 days, we need to find the next multiple of 16 after 45. The next multiple of 16 after 45 is 48. This means they will have visited the restaurant 3 times since their first visit. So, the next visit will be 48 days after 20-02-2014. Adding 48 days to 20-02-2014, we get 01-04-2014 as the next visit date."", ""answer"": ""01-04-2014""}"
"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '12-02-2011'},multi_op,"A company pays their employees every 10 days. Benjamin received his first paycheck on 08-14-2011. If today is 11-25-2011, when will he receive his next paycheck?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""Benjamin receives his paychecks every 10 days starting from 08-14-2011. To determine the next payday, we need to add 10 days to each subsequent payday until we reach or surpass 11-25-2011.

1. First payday: 08-14-2011
2. Second payday: 08-14-2011 + 10 days = 08-24-2011
3. Third payday: 08-24-2011 + 10 days = 09-03-2011
4. Fourth payday: 09-03-2011 + 10 days = 09-13-2011
5. Fifth payday: 09-13-2011 + 10 days = 09-23-2011
6. Sixth payday: 09-23-2011 + 10 days = 10-03-2011
7. Seventh payday: 10-03-2011 + 10 days = 10-13-2011
8. Eighth payday: 10-13-2011 + 10 days = 10-23-2011
9. Ninth payday: 10-23-2011 + 10 days = 11-02-2011
10. Tenth payday: 11-02-2011 + 10 days = 11-12-2011
11. Eleventh payday: 11-12-2011 + 10 days = 11-22-2011
12. Twelfth payday: 11-22-2011 + 10 days = 11-30-2011
13. Next payday after 11-25-2011 would be 12-05-2011, but since we are asked for the next payday before or on 11-25-2011"
"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'August 22, 2020'}",multi_op,"A museum announced that every 16 days, there will be a day of free entrance. The first free day was on March 15, 2020. If today is August 15, 2020, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on March 15, 2020. Since every 16 days there is a free day, we need to determine the next free day after today, which is August 15, 2020. 

First, let's calculate the number of days between March 15, 2020 and August 15, 2020:
- March has 31 days, so from March 15 to March 31 is 16 days.
- April has 30 days.
- May has 31 days.
- June has 30 days.
- July has 31 days.
- From August 1 to August 15 is 15 days.

Adding these up: 16 + 30 + 31 + 30 + 31 + 15 = 153 days.

Next, we need to find the next free day by adding multiples of 16 to the initial 153 days:
- 153 + 16 = 169 days
- 169 + 16 = 185 days

Now, we need to convert 185 days into months and days starting from March 15, 2020:
- 185 days / 30.44 (approximate average days per month) ≈ 6.07 months, which means approximately 6 months and 7 days.

So, 6 months from March 15, 2020 is September 15, 2020. Adding 7 days to September 15, 2020 gives us September 22, 2020.

Therefore, the next free day is September 22, 2020."", ""answer"": ""2020-09-22""}"
"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '17 Jul, 2007'}",multi_op,"Alan and Mary tried a new restaurant on  13 Apr, 2007 and really liked it. They decided to go to the same restaurant every 19 days. If today is 04 Jul, 2007, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the number of days between their first visit on 13 Apr, 2007 and today, 04 Jul, 2007. April has 30 days, so there are 17 days remaining in April after the 13th. May has 31 days, June has 30 days, and July has 4 days up to the 4th. Adding these together: 17 (Apr) + 31 (May) + 30 (June) + 4 (Jul) = 82 days. Since they visit the restaurant every 19 days, we divide 82 by 19 to see how many visits have occurred since their first visit: 82 / 19 = 4 visits. This means they will go to the restaurant on their 5th visit the day after today. Now, we add 19 days to 04 Jul, 2007 to find the next visit date: 04 Jul + 19 days = 23 Jul, 2007."", ""answer"": ""2007-07-23""}"
"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': 'Oct 17, 1997'}",multi_op,"Alan and Mary tried a new restaurant on  Aug 28, 1997 and really liked it. They decided to go to the same restaurant every 10 days. If today is Oct 11, 1997, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the number of days between Aug 28, 1997 and Oct 11, 1997. 
- From Aug 28 to Aug 31: 4 days
- September has 30 days, so from Sep 1 to Sep 11: 11 days
- Total days from Aug 28 to Oct 11: 4 + 11 = 15 days

Since Alan and Mary visited the restaurant on Aug 28, 1997, and they visit every 10 days, we need to find the next visit after 15 days from their first visit. 

15 days from Aug 28, 1997 is Sep 12, 1997. Adding 10 days to Sep 12, 1997 gives us Sep 22, 1997.

Now, we need to find the next visit after today (Oct 11, 1997).
- 10 days from Oct 11, 1997 is Oct 21, 1997

So, the next time they will go to the restaurant is Oct 21, 1997."", ""answer"": ""1997-10-21""}"
"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '10 December, 2014'}",multi_op,"A museum announced that every 18 days, there will be a day of free entrance. The first free day was on 29 September, 2014. If today is 09 December, 2014, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""The first free day was on 29 September, 2014. Every 18 days, there will be another free day. To find the next free day, we need to add 18 days to 29 September, 2014. 

First, let's see how many days are left in September after 29th:
30 - 29 = 1 day remaining in September.

Then, adding 18 days to the remaining 1 day of September means we have:
18 - 1 = 17 days into October.

Since October has 31 days, we can determine the exact date by adding 17 days to 1 October, 2014:
1 October + 17 days = 17 October, 2014.

So, the next free day will be on 17 October, 2014. However, since today is 9 December, 2014, we need to find the next free day after that. We continue adding 18 days to 17 October:

17 October + 18 days = 3 November, 2014.

Continuing this process:
3 November + 18 days = 22 November, 2014.

Finally:
22 November + 18 days = 10 December, 2014.

Therefore, the next free day is on 10 December, 2014."", ""answer"": ""2014-12-10""}"
"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-19-2020'},multi_op,"Alan and Mary tried a new restaurant on  11-20-2019 and really liked it. They decided to go to the same restaurant every 12 days. If today is 01-17-2020, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the number of days between their initial visit on 11-20-2019 and today, 01-17-2020. 

From November 20 to December 31, there are:
30 - 20 + 1 = 11 days (including the 20th)
In January, up to the 17th, there are 17 days.

So, the total number of days from their first visit to today is:
11 days (Nov) + 31 days (Dec) + 17 days (Jan) = 59 days.

Next, we need to figure out how many visits they have made since their initial visit. Since they go every 12 days, we can find the number of visits by dividing the total days by 12 and taking the integer part of the quotient:

59 / 12 = 4 (with a remainder)

This means they have visited 4 times after their initial visit. To find the next visit, we add one more 12-day interval to the last visit date. 

The last visit before today would be:
01-17-2020 - 12 days = 12-26-2019

Adding one more 12-day interval:
12-26-2019 + 12 days = 01-07-2020

Therefore, Alan and Mary will go to the restaurant next on 01-07-2020."", ""answer"": ""01-07-2020""}"
"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '03-08-2015'},multi_op,"A museum announced that every 11 days, there will be a day of free entrance. The first free day was on 11-18-2014. If today is 02-27-2015, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, let's determine the number of days between 11-18-2014 and 02-27-2015. From November 18 to December 31, there are 44 days. Then from January 1 to February 27, there are 58 days. Adding these up gives us 44 + 58 = 102 days. Since the museum offers free entrance every 11 days, we need to find the next multiple of 11 after 102. 102 divided by 11 is approximately 9.27, so the next multiple is 11 * 10 = 110 days. To find the date, we add 110 days to the start date, 11-18-2014. Adding 110 days to 11-18-2014 lands on 03-27-2015."", ""answer"": ""03-27-2015""}"
"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","{'answer': '19 Jun, 2010'}",multi_op,"A museum announced that every 10 days, there will be a day of free entrance. The first free day was on 20 Jan, 2010. If today is 15 Jun, 2010, when is the next free day?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to determine the number of days between the first free day and today. From 20 Jan, 2010 to 15 Jun, 2010, there are 137 days. Since the museum offers free entrance every 10 days, we need to find the next multiple of 10 after 137. 137 divided by 10 gives 13 with a remainder of 7. Therefore, the next free day will be 10 days after the last free day within the 137-day period. The last free day before today was on 29 May, 2010 (since 137 - 7 = 130, which is a multiple of 10). Adding 10 days to 29 May, 2010 gives us 8 Jun, 2010. Therefore, the next free day after today is 18 Jun, 2010."", ""answer"": ""2010-06-18""}"
"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant? Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.",{'answer': '01-09-2016'},multi_op,"Alan and Mary tried a new restaurant on  18-04-2016 and really liked it. They decided to go to the same restaurant every 17 days. If today is 29-08-2016, when is the next time they will go to that restaurant?","Return your answer as a JSON, eg: JSON = {""explanation"": <your step by step solution>, ""answer"" : ""<date>""}. Use the date format in the question to report the result.","""<date>""",date,arithmetic," ""First, we need to determine the number of days between the first visit (18-04-2016) and the current day (29-08-2016). From 18-04 to 30-04 is 12 days, then May, June, July, and half of August gives us 31 + 30 + 31 + 29 = 121 days. Adding these, we get 12 + 121 = 133 days. Next, we calculate how many times they visited the restaurant since their first visit: 133 / 17 = 7.82, so they visited 7 times. Therefore, the last visit was on the 18th day after the 7th visit, which is 133 + 17 = 150 days. Now, we need to find the date 150 days after 18-04-2016. Adding 150 days directly, we get 29-08-2016. Since they go every 17 days, the next visit would be 17 days after 29-08-2016, which is 15-09-2016."", ""answer"": ""15-09-2016""}"
