question,label,category,table_id,answer_format,answer_temporal_unit,split,table_context,response
How many days after the Islamic Republican Party was dissolved?,3026,political party,930,<num_days>,days,tail,"category
political party

Islamic Republican Party
Historical leader	Ruhollah Khomeini
Founders	List | Mohammad Javad Bahonar | Mohammad Beheshti | Akbar Hashemi Rafsanjani | Ali Khamenei | Abdolkarim Mousavi-Ardabili
Founded	17 February 1979 |  ( | 1979-02-17 | )
Dissolved	1 June 1987 |  ( | 1987-06-01 | )
Headquarters	Tehran, Iran
Newspaper	Islamic Republican
Paramilitary wing	Revolutionary Guards
Worker wing	Workers' House
Membership | .mw-parser-output .nobold{font-weight:400} | (1979)	2,500,000 claimed
Ideology	Islamism | Khomeinism | Theocracy | Populism | Clericalism | Anti-imperialism | Anti-communism | Internal factions | Planned economy | Free market | Radicalism | Pragmatism
Religion	Shia Islam
National affiliation	Islamic Coalition (1979) | Grand Coalition (1980)
Slogan	One nation, one religion, one order, one leader
['Logo of the Islamic Republican Party.png', 'Politics of Iran | Political parties | Elections']

","To find out how many days have passed since the dissolution of the Islamic Republican Party, we need to follow these steps:

1. Identify the dissolution date of the party.
2. Calculate the number of days from that date until December 2022.

Step 1: Identifying the dissolution date:
The table states that the Islamic Republican Party was dissolved on 1 June 1987.

Step 2: Calculating the number of days from June 1, 1987, to December 2022:
Since the exact day in December 2022 isn't specified, we'll consider it as December 31, 2022, for the maximum possible number of days.
- From June 1, 1987, to December 31, 2022, spans across 35 years and 6 months.
- In those 35 years, there are 9 leap years (1988, 1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020).
- So, the total number of days would be: 
  (35 * 365) + 9 (leap days) + days from June 1 to December 31 in 1987 + days from January 1 to December 31 in 2022.

Let's break down the months:
- June has 30 days; so from June 1 to June 30 = 29 days.
- July = 31 days
- August = 31 days
- September = 30 days
- October = 31 days
- November = 30 days
- December = 31 days
So, the days from June 1 to December 31 in 1987 = 29 + 31 + 31 + 30 + 31 + 30 + 31 = 213 days.

And for the full years:
- 2022 is not a leap year, so it has 365 days.

Adding all these up:
(35 * 365) + 9 + 213 + 365 = 12775"
How many days after the anniversary of Madan Lal's first Test did he play his last Test?,13,cricket,53,<num_days>,days,tail,"category
cricket

caption
Madan Lal

Personal information
Full name	Madan Lal Udhouram Sharma
Nickname	Maddi Paa, Maddat Lal
Batting	Right-handed
Bowling	Right-arm medium
Role	All-rounder

International information
National side	India
Test debut (cap 130)	6 June 1974 v England
Last Test	19 June 1986 v England
ODI debut (cap 5)	13 July 1974 v England
Last ODI	20 March 1987 v Pakistan

Domestic team information
1968-1972	Punjab
1973-1991	Delhi
['Years | Team']

Career statistics
['Competition | Test | ODI | FC | LA', 'Matches | 39 | 67 | 232 | 111', 'Runs scored | 1,042 | 401 | 10,204 | 1,171', 'Batting average | 22.65 | 19.09 | 42.87 | 25.45', '100s/50s | 0/5 | 0/1 | 22/50 | 0/5', 'Top score | 74 | 53* | 223 | 64', 'Balls bowled | 5,997 | 3,164 | 33,123 | 5,456', 'Wickets | 71 | 73 | 625 | 119', 'Bowling average | 40.08 | 29.27 | 25.50 | 30.20', '5 wickets in innings | 4 | 0 | 27 | 0', '10 wickets in match | 0 | 0 | 5 | 0', 'Best bowling | 5/23 | 4/20 | 9/31 | 4/20', 'Catches/stumpings | 15/- | 18/- | 141/- | 31/-', 'Source: ESPNCricinfo, | 4 August 2014']

","To find out how many days after the anniversary of Madan Lal's first Test he played his last Test, we need to follow these steps:

1. Identify the date of Madan Lal's first Test.
2. Identify the date of Madan Lal's last Test.
3. Calculate the difference between the two dates.

Step 1: The date of Madan Lal's first Test was 6 June 1974.

Step 2: The date of Madan Lal's last Test was 19 June 1986.

Step 3: Calculating the difference:
- From 6 June 1974 to 6 June 1975 is 1 year.
- From 6 June 1975 to 6 June 1986 is 11 years.
- Adding both periods gives us 12 years.
- From 6 June 1986 to 19 June 1986 is 13 days.

Therefore, the total difference is 12 years and 13 days.

However, the question asks for the number of days after the anniversary of his first Test when he played his last Test. We need to calculate the number of days from 6 June 1986 (anniversary of his first Test) to 19 June 1986.

The difference is 13 days.

Final Answer: 13 days"
How many days after the heats and semifinals did the finals occur?,1,sports event,1032,<num_days>,days,tail,"category
sports event

Women's 200 metre breaststroke | at the 2019 World Aquatics Championships
Venue	Nambu University Municipal Aquatics Center
Location	Gwangju, South Korea
Dates	25 July (heats and semifinals) | 26 July (final)
Competitors	34 from 27 nations
Winning time	2:20.17

Medalists
['gold medal | Yuliya Yefimova | Russia', 'silver medal | Tatjana Schoenmaker | South Africa', 'bronze medal | Sydney Pickrem | Canada', '← 2017 | 2022 →']

","The information provided indicates that the heats and semifinals took place on 25 July, while the final occurred on 26 July. 

To find out how many days after the heats and semifinals the final took place, we need to calculate the difference between these two dates.

- Heats and semifinals: 25 July
- Final: 26 July

The difference between 25 July and 26 July is one day.

Final Answer: The final occurred 1 day after the heats and semifinals."
How many days apart do the Armenian Patriarchate of Jerusalem (non-O.S.) and the Armenian Apostolic Church celebrate Christmas?,13,holiday,211,<num_days>,days,tail,"category
holiday

Christmas
Also called	Noël, Nativity, Xmas
Observed by	Christians, many non-Christians
Type	Christian, cultural
Significance	Commemoration of the nativity of Jesus
Celebrations	Gift-giving, family and other social gatherings, symbolic decoration, feasting etc.
Observances	Church services
Date	December 25 | (Western Christianity and part of the Eastern churches) | January 7 (O.S. Dec. 25) | (Most Oriental Orthodox and part of the Eastern Orthodox churches) | January 6 | (Armenian Apostolic Church and the Armenian Evangelical Church) | January 19 (O.S. Jan. 6) | ( | Armenian Patriarchate of Jerusalem | )
Frequency	Annual
Related to	Christmastide, Christmas Eve, Advent, Annunciation, Epiphany, Baptism of the Lord, Nativity Fast, Nativity of Christ, Old Christmas, Yule, St. Stephen's Day, Boxing Day
['NativityChristmasLights2.jpg | Nativity scene depicted using Christmas lights']

","To find out how many days apart the Armenian Patriarchate of Jerusalem (non-O.S.) and the Armenian Apostolic Church celebrate Christmas, we need to identify their respective celebration dates from the provided information.

From the table:
- The Armenian Patriarchate of Jerusalem celebrates Christmas on January 19 (non-O.S.).
- The Armenian Apostolic Church celebrates Christmas on January 6.

Now, let's calculate the difference between these two dates:
- January 19 - January 6 = 13 days

Therefore, the Armenian Patriarchate of Jerusalem and the Armenian Apostolic Church celebrate Christmas 13 days apart.

Final Answer: 13 days"
How many days apart were the National Election Days of 2021 and 2022?,6,holiday,209,<num_days>,days,tail,"category
holiday

National Election Day
Type	Day for the election of public officials in the United States
Celebrations	Exercising civic duty, voting for elected officials, visiting polling precincts
Date	The Tuesday after the first Monday of November
2021 date	November 2 | (Details)
2022 date	November 8 | (Details)
2023 date	November 7 | (Details)
2024 date	November 5 | (Details)
Frequency	Biennial (annual if including off-years)
['SF City Hall Election Day 2018.jpg | San Francisco City Hall illuminated in special red, white, and blue LED lighting at night on November 6, 2018 to commemorate Election Day all around the United States']

","To find out how many days apart the National Election Days of 2021 and 2022 were, we need to follow these steps:

1. Identify the dates for National Election Day in 2021 and 2022.
2. Calculate the difference between these two dates.

Step 1: Identifying the Dates
- The table shows that the National Election Day in 2021 was on November 2.
- For 2022, it was on November 8.

Step 2: Calculating the Difference
- From November 2 to November 8, there are 6 days.

Therefore, the National Election Days of 2021 and 2022 were 6 days apart.

Final Answer: 6 days"
How many days apart were the Western and Eastern Easter dates in 2021?,28,holiday,217,<num_days>,days,tail,"category
holiday

Easter
Significance	Celebrates the resurrection of Jesus
Celebrations	Church services, festive family meals, Easter egg decoration, and gift-giving
Observances	Prayer, all-night vigil, sunrise service
Date	Variable, determined by the Computus
2021 date	April 4 (Western) | May 2 (Eastern)
2022 date	April 17 (Western) | April 24 (Eastern)
2023 date	April 9 (Western) | April 16 (Eastern)
2024 date	March 31 (Western) | May 5 (Eastern)
Related to	Passover, Septuagesima, Sexagesima, Quinquagesima, Shrove Tuesday, Ash Wednesday, Clean Monday, Lent, Great Lent, Palm Sunday, Holy Week, Maundy Thursday, Good Friday, and Holy Saturday which lead up to Easter; and Divine Mercy Sunday, Ascension, Pentecost, Trinity Sunday, Corpus Christi and Feast of the Sacred Heart which follow it.
['Resurrection (24).jpg | Icon of the Resurrection depicting Christ having destroyed the gates of hell and removing Adam and Eve from the grave. Christ is flanked by saints, and Satan, depicted as an old man, is bound and chained.']

","To find out how many days apart the Western and Eastern Easter dates were in 2021, we need to follow these steps:

1. Identify the Western Easter date for 2021.
2. Identify the Eastern Easter date for 2021.
3. Calculate the difference between these two dates.

Step 1: The Western Easter date for 2021 was April 4.

Step 2: The Eastern Easter date for 2021 was May 2.

Step 3: To calculate the difference:
- April has 30 days.
- From April 4 to April 30 = 30 - 4 + 1 = 27 days (including both start and end dates).
- Adding the days from May 1 to May 2 = 2 days.
- Total difference = 27 + 2 = 29 days.

Therefore, the Western and Eastern Easter dates in 2021 were 29 days apart.

Final Answer: 29 days"
How many days are there between Halloween and Christmas for those who observe them?,55,holiday,213,<num_days>,days,tail,"category
holiday

Halloween
Also called	Hallowe'en | All Hallowe'en | All Hallows' Eve | All Saints' Eve
Observed by	Western Christians and many non-Christians around the world
Significance	First day of Allhallowtide
Celebrations	Trick-or-treating, costume parties, making jack-o'-lanterns, lighting bonfires, divination, apple bobbing, visiting haunted attractions.
Observances	Church services, prayer, fasting, and vigil
Date	31 October
Related to	Totensonntag, Blue Christmas, Thursday of the Dead, Samhain, Hop-tu-Naa, Calan Gaeaf, Allantide, Day of the Dead, Reformation Day, All Saints' Day, Mischief Night ( | cf | . vigil)
[""Jack-o'-Lantern 2003-10-31.jpg | Carving a jack-o'-lantern is a common Halloween tradition.""]

","To determine how many days are there between Halloween and Christmas, we need to follow these steps:

1. Identify the date of Halloween from the information provided in the table.
   - The table states that Halloween is observed on 31 October.

2. Identify the date of Christmas.
   - Christmas is universally known to be celebrated on 25 December.

3. Calculate the number of days between these two dates:
   - From 31 October to 30 November (the day before December) is 30 days.
   - Adding the 25 days in December up to Christmas gives us an additional 25 days.
   
4. Sum up the total days:
   - 30 days (from October 31 to November 30) + 25 days (from December 1 to December 25) = 55 days.

Final Answer: There are 55 days between Halloween and Christmas for those who observe them."
How many days are there between the Christmas celebration of Western Christianity and the most common Oriental Orthodox celebration date?,13,holiday,211,<num_days>,days,tail,"category
holiday

Christmas
Also called	Noël, Nativity, Xmas
Observed by	Christians, many non-Christians
Type	Christian, cultural
Significance	Commemoration of the nativity of Jesus
Celebrations	Gift-giving, family and other social gatherings, symbolic decoration, feasting etc.
Observances	Church services
Date	December 25 | (Western Christianity and part of the Eastern churches) | January 7 (O.S. Dec. 25) | (Most Oriental Orthodox and part of the Eastern Orthodox churches) | January 6 | (Armenian Apostolic Church and the Armenian Evangelical Church) | January 19 (O.S. Jan. 6) | ( | Armenian Patriarchate of Jerusalem | )
Frequency	Annual
Related to	Christmastide, Christmas Eve, Advent, Annunciation, Epiphany, Baptism of the Lord, Nativity Fast, Nativity of Christ, Old Christmas, Yule, St. Stephen's Day, Boxing Day
['NativityChristmasLights2.jpg | Nativity scene depicted using Christmas lights']

","To find out how many days are there between the Christmas celebration dates for Western Christianity and the most common Oriental Orthodox celebration date, we need to follow these steps:

1. Identify the Christmas date for Western Christianity:
   - The table states that Western Christianity celebrates Christmas on December 25.

2. Identify the Christmas date for the most common Oriental Orthodox celebration:
   - The table mentions two Oriental Orthodox dates: January 7 and January 19.
   - Since January 7 is mentioned first and January 19 seems to be specific to the Armenian Patriarchate of Jerusalem, we'll consider January 7 as the most common Oriental Orthodox celebration date.

3. Calculate the number of days between December 25 and January 7:
   - From December 25 to December 31: 6 days
   - From January 1 to January 7: 7 days
   - Total: 6 + 7 = 13 days

Therefore, there are 13 days between the Christmas celebration of Western Christianity and the most common Oriental Orthodox celebration date.

Final Answer: 13 days"
How many days are there between the dates of National Election Day in 2023 and 2024?,2,holiday,209,<num_days>,days,tail,"category
holiday

National Election Day
Type	Day for the election of public officials in the United States
Celebrations	Exercising civic duty, voting for elected officials, visiting polling precincts
Date	The Tuesday after the first Monday of November
2021 date	November 2 | (Details)
2022 date	November 8 | (Details)
2023 date	November 7 | (Details)
2024 date	November 5 | (Details)
Frequency	Biennial (annual if including off-years)
['SF City Hall Election Day 2018.jpg | San Francisco City Hall illuminated in special red, white, and blue LED lighting at night on November 6, 2018 to commemorate Election Day all around the United States']

","To find out how many days are there between the dates of National Election Day in 2023 and 2024, let's follow these steps:

1. Identify the date of National Election Day in 2023 from the table:
   - The date is given as November 7.

2. Identify the date of National Election Day in 2024 from the table:
   - The date is given as November 5.

3. Calculate the number of days between these two dates:
   - First, calculate the number of days remaining in 2023 after November 7:
     - Days remaining in November 2023 = 30 - 7 = 23 days.
     - Total days remaining in 2023 = 23 days (remaining in November) + 31 (December) = 54 days.
   - Then, count the days up to November 5, 2024:
     - Days in January 2024 = 31
     - Days in February 2024 = 29 (leap year)
     - Days in March 2024 = 31
     - Days in April 2024 = 30
     - Days in May 2024 = 31
     - Days in June 2024 = 30
     - Days in July 2024 = 31
     - Days in August 2024 = 31
     - Days in September 2024 = 30
     - Days in October 2024 = 31
     - Days in November 2024 up to November 5 = 5
     - Total days until November 5, 2024 = 31 + 29 + 31 + 30 + 31 + 30 + 31 + 31 + 30 + 31 + 5 = 310 days.
   - Finally, add the days remaining in 2023 and the days until November 5, 2024:
     - Total days between 2023 and 2024 elections = 54 (remaining in 2023) + 310 (until November 5, 2"
How many days are there from Christmas to New Year's Eve?,6,holiday,210,<num_days>,days,tail,"category
holiday

New Year's Eve
Also called	Hogmanay (Scotland) | Calennig (Wales) | Ambang/Malam Tahun Baharu/Baru (Brunei, Indonesia, Malaysia, Singapore) | Yangi Yil (Uzbekistan) | Karamu (African Americans, African diaspora) | Silvester (Austria, Bosnia and Herzegovina, Croatia, Czech Republic, France, Germany, Hungary, Israel, Italy, Liechtenstein, Luxembourg, Poland, Russia, Serbia, Slovakia, Slovenia, Switzerland) | Réveillon (Algeria, Angola, Brazil, France, Macau, Mozambique, Portugal, Romania, Wallonia, and French-speaking locations in North America) | Kanun Novogo Goda (Russia) | Ōmisoka (Japan) | Pele ga Ngwaga o Mosha (Botswana) | Nochevieja (lit. Old Night) (Spain and other countries where Spanish is mostly spoken)
Observed by	People around the world
Type	International
Significance	The final day of the Gregorian year
Celebrations	Reflection; late-night partying; family gatherings; feasting; gift exchanges; fireworks; countdowns; watchnight services; social gatherings, during which participants may dance, eat, consume alcoholic beverages, and watch or light fireworks
Date	31 December
Next time	31 December 2022 |  ( | 2022-12-31 | )
Frequency	Annual
Related to	New Year's Day
[""Fanciful sketch by Marguerite Martyn of a New Years Eve celebration.jpg | Fanciful sketch by reporter and artist Marguerite Martyn of a New Year's Eve celebration, from the | St. Louis Post-Dispatch | of 4 January 1914.""]

","To find out how many days are there from Christmas to New Year's Eve, let's follow these steps:

1. Identify the date of Christmas:
   - Christmas is on December 25th.

2. Identify the date of New Year's Eve:
   - New Year's Eve is on December 31st.

3. Calculate the number of days between December 25th and December 31st:
   - From December 25th to December 31st, we have:
     * 26th (1 day)
     * 27th (2 days)
     * 28th (3 days)
     * 29th (4 days)
     * 30th (5 days)
     * 31st (6 days)

Final Answer: There are 6 days from Christmas to New Year's Eve."
How many days before D-Day was the I-179 sunk?,328,ship,1112,<num_days>,days,tail,"category
ship

History

Empire of Japan
Name	I-179
Builder	Kawasaki Dockyard Co., Kobe
Laid down	21 August 1941, as | Submarine No. 157
Launched	16 July 1942
Completed	18 June 1943
Renamed	1 November 1941, as | I-179
Stricken	15 April 1944
Fate	Sunk during sea trials, 14 July 1943 | Salvaged and scrapped, 1957

General characteristics
Class and type	Kaidai | type, | KD7 | -class
Displacement	1,862 t (1,833 long tons) (surfaced) | 2,644 t (2,602 long tons) (submerged)
Length	105.5 m (346 ft 2 in)
Beam	8.25 m (27 ft 1 in)
Draft	4.6 m (15 ft 1 in)
Installed power	8,000 bhp (6,000 kW) (diesels) | 1,800 hp (1,300 kW) (electric motors)
Propulsion	Diesel-electric | 2 × diesel engines | 2 × electric motors
Speed	23 knots (43 km/h; 26 mph) surfaced | 8 knots (15 km/h; 9.2 mph) submerged
Range	8,000 nmi (15,000 km; 9,200 mi) at 16 knots (30 km/h; 18 mph) surfaced | 50 nmi (93 km; 58 mi) at 5 knots (9.3 km/h; 5.8 mph) submerged
Test depth	80 m (260 ft)
Complement	86
Armament	6 × 533 mm (21 in) torpedo tubes (all bow) | 1 × 120 mm (4.7 in) deck gun | 1 × twin 25 mm (1.0 in) Type 96 AA gun

","To determine how many days before D-Day the I-179 was sunk, we need to follow these steps:

1. Identify when D-Day took place.
2. Find out when the I-179 was sunk.
3. Calculate the difference in days between these two dates.

Step 1: D-Day occurred on June 6, 1944.

Step 2: According to the table, the I-179 was sunk during sea trials on July 14, 1943.

Step 3: Calculating the number of days between these dates:
- From July 14, 1943, to June 6, 1944, is more than one year.
- To calculate the exact number of days, we need to count from July 14, 1943, to June 6, 1944.
- Days remaining in July 1943: 17 days (from the 14th to the end of July)
- Full months from August 1943 to May 1944: 31 (Aug) + 30 (Sep) + 31 (Oct) + 30 (Nov) + 31 (Dec) + 28 (Jan, since it's not a leap year) + 28 (Feb) + 31 (Mar) + 30 (Apr) + 31 (May) = 301 days
- Days from June 1 to June 6, 1944: 6 days

Total days: 17 + 301 + 6 = 324 days

Therefore, the I-179 was sunk 324 days before D-Day.

Final Answer: 324 days"
How many days before celebrating Christmas did Anna Tunnicliffe win the gold?,9,sports event,201,<num_days>,days,tail,"category
sports event

Elliot 6m | at the 2011 ISAF Sailing World Championships
Venue	Perth, Western Australia
Dates	3-16 December
Competitors	87 from 19 nations

Medalists
['gold medal | Anna Tunnicliffe | Deborah Capozzi | Molly Vandemoer | United States', 'silver medal | Lucy MacGregor | Annie Lush | Kate MacGregor | Great Britain', 'bronze medal | Claire Leroy | Elodie Bertrand | Riou | France', '← 2010 | 2012 →']

","First, we need to identify the key information provided in the table:
- The sports event mentioned is the 2011 ISAF Sailing World Championships.
- It took place in Perth, Western Australia.
- The dates of the event were from December 3rd to December 16th.
- Anna Tunnicliffe was part of the team that won the gold medal for the United States.

Now, let's determine when Anna Tunnicliffe won the gold medal:
- Since the table does not specify a particular day within the event for winning the gold medal, we can assume it was on the last day of the competition or very close to it.
- The event ended on December 16th.

Next, we calculate how many days before Christmas the gold medal was won:
- Christmas Day is celebrated on December 25th.
- The event concluded on December 16th.
- Therefore, the gold medal was won 9 days before Christmas (December 25th - December 16th = 9 days).

Final Answer: Anna Tunnicliffe won the gold medal 9 days before Christmas."
How many days before the finals were the semifinals?,1,sports event,1032,<num_days>,days,tail,"category
sports event

Women's 200 metre breaststroke | at the 2019 World Aquatics Championships
Venue	Nambu University Municipal Aquatics Center
Location	Gwangju, South Korea
Dates	25 July (heats and semifinals) | 26 July (final)
Competitors	34 from 27 nations
Winning time	2:20.17

Medalists
['gold medal | Yuliya Yefimova | Russia', 'silver medal | Tatjana Schoenmaker | South Africa', 'bronze medal | Sydney Pickrem | Canada', '← 2017 | 2022 →']

","To find out how many days before the finals were the semifinals, we need to look at the dates provided for each stage of the competition.

The heats and semifinals took place on 25 July.
The final was held on 26 July.

Now, let's calculate the difference between these two dates:
- The semifinals happened on 25 July.
- The finals happened on 26 July.

So, there is exactly one day between the semifinals and the finals.

Final Answer: 1 day"
How many days did Hurricane Ivan last as a storm?,23,cyclone,958,<num_days>,days,tail,"category
cyclone

caption
Hurricane Ivan

Category 5 major hurricane (SSHWS/NWS)
Formed	September 2, 2004
Dissipated	September 25, 2004
Highest winds	1-minute sustained | 165 mph (270 km/h)
Lowest pressure	910 mbar (hPa); 26.87 inHg
Fatalities	92 direct, 32 indirect
Damage	$26.1 billion (2004 USD)
Areas affected	Windward Islands (especially Grenada), Trinidad and Tobago, Venezuela, Barbados, Jamaica, Hispaniola, Grand Cayman, Cuba, Yucatan Peninsula, Eastern United States, Florida, Alabama, most of the United States Gulf Coast, and Atlantic Canada
['A picture of Hurricane Ivan | Hurricane Ivan at peak intensity in the Yucatán Channel on September 13', '(Remnant low after September 24)']

Part of the | 2004 Atlantic hurricane season

History | Meteorological history | Effects | Lesser Antilles and South America | Greater Antilles | Tornado outbreak | Other wikis | Commons: Ivan images

","To determine how long Hurricane Ivan lasted as a storm, we need to identify its formation and dissipation dates.

From the information provided:
- Formed: September 2, 2004
- Dissipated: September 25, 2004

Now, let's calculate the duration:

1. Count the number of full days between September 2 and September 24 (since September 25 is the day it dissipated, it doesn't count as a full day).
   - From September 2 to September 24 is 23 days (inclusive counting from the start).

2. Add the partial day on September 25.
   - Total duration: 23 full days + 1 partial day = 24 days

Final Answer: Hurricane Ivan lasted for 24 days as a storm."
How many days did Mardi Gras last in 2022?,1,holiday,218,<num_days>,days,tail,"category
holiday

Mardi Gras
Also called	Fat Tuesday, Shrove Tuesday, Pancake Tuesday
Type	Christian, Cultural
Significance	Celebration period before fasting season of Lent
Celebrations	Parades, parties
Date	Day before Ash Wednesday, 47 days before Easter, 2 days after Shrove Sunday
2021 date	16 February
2022 date	1 March
2023 date	21 February
2024 date	13 February
Frequency	Annual
Related to	Shrove Tuesday, Carnival, Shrove Monday, Shrovetide, Ash Wednesday, Lent, Užgavėnės, Maslenitsa,
['KosmicFrenchmenPurpleFaceMardiGras2009.JPG | Celebrations in New Orleans, Louisiana, U.S.']

","The given information does not specify how long Mardi Gras lasts; it only provides the specific date for Mardi Gras in 2022, which is 1 March. Without additional context about the duration of celebrations, we cannot determine the length of the Mardi Gras event for 2022 from this data alone.

Final Answer: The provided information does not specify the duration of Mardi Gras celebrations in 2022."
How many days did the 2021 European Judo Championships last?,1,sports event,200,<num_days>,days,tail,"category
sports event

Judo | Women's 70 kg | at the 2021 European Judo Championships
Venue	Altice Arena
Location	Portugal | Lisbon, Portugal
Date	17 April
Competitors	18 from 16 nations

Medalists
['gold medal | Sanne van Dijke (2nd title) | Netherlands', 'silver medal | Margaux Pinot | France', 'bronze medal | Madina Taimazova | Russia', 'bronze medal | Bárbara Timo | Portugal']

Competition at external databases
Links	IJF JudoInside
['← Prague 2020 | Sofia 2022 →']

","To determine how long the 2021 European Judo Championships lasted based on the information provided, we need to focus on the specific details given for the women's 70 kg event:

1. The table specifies that the Women's 70 kg event took place on 17 April.
2. However, the table only provides information about one day of competition for this particular category.
3. There's no additional information provided about other events or days within the championships.
4. Without more comprehensive data about the entire tournament schedule, it's impossible to conclude the total duration of the championships based solely on this single event's date.

Final Answer: The provided information is insufficient to determine the total duration of the 2021 European Judo Championships."
How many days did the Women's 63 kg event at the 2021 African Judo Championships last?,1,sports event,199,<num_days>,days,tail,"category
sports event

Judo | Women's 63 kg | at the 2021 African Judo Championships
Venue	Dakar Arena
Location	Dakar, Senegal
Date	21 May 2021
Competitors	11 from 9 nations

Medalists
['gold medal | Sarah Harachi | Morocco', 'silver medal | Sandrine Billiet | Cape Verde', 'bronze medal | Amina Belkadi | Algeria', 'bronze medal | Meriem Bjaoui | Tunisia']

Competition at external databases
Links	IJF JudoInside
['← 2020 | 2022 →']

","To determine how many days the Women's 63 kg event at the 2021 African Judo Championships lasted, we need to follow these steps:

1. Identify the specific information provided in the table regarding the event's duration.
2. Check if there's any mention of multiple days or a range of dates for the event.
3. If no specific duration is mentioned, we should assume that the event took place on the date provided unless stated otherwise.

Looking at the table, we can see:
- The event is listed under ""category"" as ""sports event.""
- There's a row for ""Date"" which specifies ""21 May 2021.""

Since only one date is given and there's no indication that the event spanned over multiple days, we can reasonably conclude that the event took place on a single day.

Final Answer: The Women's 63 kg event at the 2021 African Judo Championships lasted one day."
How many days does Sukkot last?,6,holiday,219,<num_days>,days,tail,"category
holiday

Sukkot
Official name	Hebrew | סוכות | or | סֻכּוֹת | ‎ | (""Booths, Tabernacles"")
Observed by	Jews, Samaritans, a few Protestant denominations, Messianic Jews, Semitic Neopagans
Type	Jewish, Samaritan
Significance	One of the three pilgrimage festivals
Observances	Dwelling in | sukkah | , taking the Four Species, | hakafot | and Hallel in Synagogue
Begins	15th day of Tishrei
Ends	21st day of Tishrei
Date	15 Tishrei, 16 Tishrei, 17 Tishrei, 18 Tishrei, 19 Tishrei, 20 Tishrei, 21 Tishrei
2021 date	Sunset, 20 September - | nightfall, 27 September | (28 September outside of Israel)
2022 date	Sunset, 9 October - | nightfall, 16 October | (17 October outside of Israel)
2023 date	Sunset, 29 September - | nightfall, 6 October | (7 October outside of Israel)
2024 date	Sunset, 16 October - | nightfall, 23 October | (24 October outside of Israel)
Related to	Shemini Atzeret, Simchat Torah
['Sukkoth - IZE10160.jpg | A sukkah (plural: sukkot) in Israel']

","To determine how many days Sukkot lasts, let's follow these steps:

1. Identify the start and end dates for Sukkot.
   - The table states that Sukkot begins on the 15th day of Tishrei and ends on the 21st day of Tishrei.

2. Calculate the duration between these dates.
   - From the 15th to the 21st inclusive means we need to count all these days:
     15th, 16th, 17th, 18th, 19th, 20th, 21st

3. Count the total number of days.
   - There are 7 days from the 15th to the 21st.

Therefore, Sukkot lasts for 7 days.

Final Answer: 7 days"
How many days earlier was the heat from the final in the women's 100 metre breaststroke at the 2016 FINA World Swimming Championships?,1,sports event,1031,<num_days>,days,tail,"category
sports event

Women's 100 metre breaststroke | at the 2016 FINA World Swimming Championships (25 m)
Venue	WFCU Centre
Dates	9 December (heats and semifinals) | 10 December (final)
Competitors	60 from 46 nations
Winning time	1:03.03

Medalists
['gold medal | Alia Atkinson | Jamaica', 'silver medal | Lilly King | United States', 'bronze medal | Molly Hannis | United States', '← 2014 | 2018 →']

","To determine how many days earlier the heats were held compared to the final, let's break down the information provided:

1. The heats and semifinals of the Women's 100 metre breaststroke took place on 9 December.
2. The final of this event occurred on 10 December.

Now we can calculate the difference between these two dates:

- Final date: 10 December
- Heats/Semifinals date: 9 December

The difference is 1 day.

Therefore, the heats were held one day before the final.

Final Answer: 1 day"
How many days elapsed between the first reported COVID-19 case and the first hospitalization?,14,disease,1205,<num_days>,days,tail,"category
disease

White House COVID-19 outbreak
Disease	COVID-19
Virus strain	SARS-CoV-2
Location	White House, Washington, D.C., United States
First reported	October 1, 2020
Index case	September 30, 2020
Arrival date	September 26, 2020 | ; 2 years ago |  ( | 2020-09-26 | )
Confirmed cases	Total | At least 53, including President Trump | Pre-nomination | At least six as of October 14 | Nomination | At least 25 as of October 14 | Pence staff | At least 5 as of November 11 | Election Day | At least 20 as of November 11
Hospitalized cases	At least one, by October 15
[""President Trump Nominates Judge Amy Coney Barrett for Associate Justice of the U.S. Supreme Court (50397097478).jpg | President Donald Trump speaking during the event held to announce Amy Coney Barrett's nomination to the Supreme Court in the White House Rose Garden.""]

","To find out how many days elapsed between the first reported COVID-19 case and the first hospitalization, we need to look at the dates provided for these events:

1. The first reported case was on October 1, 2020.
2. The earliest mention of hospitalized cases is ""At least one, by October 15"".

Therefore, from October 1 to October 15, there are 15 - 1 = 14 days.

Final Answer: 14 days"
