question,label,category,table_id,answer_format,answer_temporal_unit,split,table_context,response
At what age did Hebar Pazardzhik originally retire from his career?,39,wrestling,13,<num_years>,years,head,"category
wrestling

Steve Austin
Born	Steven James Anderson | ( | 1964-12-18 | ) | December 18, 1964 | (age 57) | Austin, Texas, U.S.
Occupation	Media personality | actor | producer | professional wrestler
Years active	1989-2003; 2022 (wrestling) | 1999-present (media)
Spouse(s)	Kathryn Burrhus | ( | married |  1990; | divorced |  1992) | Jeanie Clarke | ( | married |  1992; | divorced |  1999) | Debra Marshall | ( | married |  2000; | divorced |  2003) | Kristin Feres | ( | married |  2009)
Children	3
['Stone Cold Steve Austin (4840047167) (cropped).jpg | Austin in July 2010']

Professional wrestling career
Ring name(s)	The Ringmaster | "" | Stone Cold | "" | Steve Austin | ""Stunning"" Steve Austin | ""Superstar"" Steve Austin
Billed height	6 ft 2 in (188 cm)
Billed weight	252 lb (114 kg)
Billed from	Victoria, Texas, U.S.
Trained by	Chris Adams
Debut	September 30, 1989
Retired	March 30, 2003 (original) | April 2, 2022 (one-off match)
Website	brokenskullranch | .com

","The table does not provide information about a person named Hebar Pazardzhik or any specific retirement age for him. The individual discussed in the table is Steve Austin, a professional wrestler, and his retirement age is mentioned. Steve Austin retired on March 30, 2003, and was 38 years old at that time (calculated as 2003 - 1965 = 38).

Therefore, there is no data to answer the question about Hebar Pazardzhik's retirement age. Based on the given information, we can only state Steve Austin's retirement age.

Final Answer: The question cannot be answered based on the provided information."
At what age did Jeffrey Epstein get work release?,55,person,340,<num_years>,years,head,"category
person

Jeffrey Epstein
Born	Jeffrey Edward Epstein | ( | 1953-01-20 | ) | January 20, 1953 | New York City, New York, U.S.
Died	August 10, 2019 | (2019-08-10) | (aged 66) | New York City, New York, U.S.
Cause of death	Suicide by hanging
Resting place	I.J. Morris Star of David Cemetery, Palm Beach, Florida
Occupation	Financier | broker | educator | socialite
Title	Owner of Jeffrey Epstein VI Foundation
Criminal charge	Procuring an underage girl for prostitution; sex trafficking
Penalty	13 months with work release (2008)
[""Epstein Final Mugshot.png | Epstein's final mugshot, July 9, 2019""]

Details
Victims	36
Date apprehended	July 6, 2019 (second criminal case)
Website	www | .jeffreyepstein | .org

","To determine at what age Jeffrey Epstein got work release, we need to find the age when he was sentenced to 13 months with work release. 

1. Jeffrey Epstein was born on January 20, 1953.
2. He was sentenced to 13 months with work release in 2008.
3. To calculate his age in 2008, we subtract his birth year from 2008: 
   2008 - 1953 = 55 years old.

Therefore, Jeffrey Epstein was 55 years old when he got work release.

Final Answer: Jeffrey Epstein was 55 years old when he got work release."
At what age did Johann Friedrich Wilhelm Adolf Baeyer win the Davy Medal?,46,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","To determine the age at which Adolf von Baeyer won the Davy Medal, we need to find his birth year and the year he received the award.

From the information provided:
- Adolf von Baeyer was born on 31 October 1835.
- He received the Davy Medal in 1881.

Now, calculate the age:
1881 (year of award) - 1835 (year of birth) = 46 years old.

Therefore, Adolf von Baeyer was 46 years old when he won the Davy Medal.
Final Answer: 46 years old"
At what age did Max Aaron begin skating?,4,figure skating,747,<num_years>,years,head,"category
figure skating

Max Aaron
['Max Aaron - 2016 Worlds.jpg | Aaron during the exhibition gala at the 2016 World Championships']

Personal information
Full name	Maxwell Theodore Aaron
Country represented	United States
Born	( | 1992-02-25 | ) | February 25, 1992 | (age 30) | Scottsdale, Arizona
Home town	Scottsdale, Arizona
Residence	Colorado Springs, Colorado
Height	1.73 m (5 ft 8 in)
Coach	Tom Zakrajsek | Becky Calvin
Former coach	Julie Patterson | Doug Ladret
Choreographer	Katherine Hill
Former choreographer	Phillip Mills | Mark Pillay | Lori Nichol | Pasquale Camerlengo | Tom Dickson | Catarina Lindgren
Skating club	Broadmoor SC
Began skating	1996
Retired	April 19, 2018
World standing	12 | ( | 2017-18 | ) | 13 | ( | 2016-17 | ) | 11 | ( | 2015-16 | ) | 11 | ( | 2014-15 | ) | 14 | ( | 2013-14 | ) | 27 | ( | 2012-13 | ) | 56 | ( | 2011-12 | ) | 59 | ( | 2010-11 | )

ISU personal best scores
Combined total	261.56 | 2017 U.S. Classic
Short program	87.03 | 2015 Tallinn Trophy
Free skate	176.58 | 2017 Cup of China

Figure skating: Men's singles

Representing | United States

World Team Trophy
['Gold medal - first place | 2013 Tokyo | Team', 'Gold medal - first place | 2015 Tokyo | Team']

","To determine the age at which Max Aaron began skating, we need to use the information provided in the table. According to the ""Began skating"" row, Max Aaron began skating in 1996. We also know from the ""Personal information"" section that Max Aaron was born on February 25, 1992. 

Calculating his age in 1996:
1996 - 1992 = 4 years old

Therefore, Max Aaron began skating at the age of 4.
Final Answer: 4 years old"
At what age did Melissa L. Coates retire from wrestling?,49,body builder,806,<num_years>,years,head,"category
body builder

Melissa L. Coates
Born	( | 1971-06-18 | ) | June 18, 1971 | Thunder Bay, Ontario, Canada
Died	June 23, 2021 | (2021-06-23) | (aged 50) | Las Vegas, Nevada, U.S.
Alma mater	Lakehead University
['Melissa Coates.jpg | Coates at an NWA Anarchy event in October 2007']

Professional wrestling career
Ring name(s)	Melissa Coates | The Bag Lady | Mistress Melissa | Super Genie | Mile High Melissa
Billed height	5 ft 5 in (1.65 m) | [ | non-primary source needed | ]
Billed weight	150 lb (68 kg)
Billed from	Los Angeles, California U.S.
Trained by	Killer Kowalski | Ultimate Pro Wrestling | Ohio Valley Wrestling | Wild Samoan Training Center | Deep South Wrestling | NWA Anarchy
Debut	2002
Retired	2020
['Bodybuilder']

Professional career
Pro-debut	.mw-parser-output ul.cslist,.mw-parser-output ul.sslist{margin:0;padding:0;display:inline-block;list-style:none}.mw-parser-output ul.cslist-embedded{display:inline}.mw-parser-output .cslist li,.mw-parser-output .sslist li{margin:0;padding:0 .25em 0 0;display:inline-block}.mw-parser-output .cslist li:after{content:"", ""}.mw-parser-output .sslist li:after{content:""; ""}.mw-parser-output .cslist li:last-child:after,.mw-parser-output .sslist li:last-child:after{content:none} | IFBB Jan Tana Classic | 1996
Best win	IFBB Jan Tana Classic champion | 1996
Predecessor	Sue Gafner
Successor	Chris Bongiovannii

","To determine the age at which Melissa L. Coates retired from wrestling, we need to find the year she retired and subtract it from her birth year.

From the information given:
- Melissa L. Coates was born on June 18, 1971.
- She retired in 2020.

Calculating the age:
2020 - 1971 = 49 years old.

Final Answer: Melissa L. Coates was 49 years old when she retired from wrestling."
At what age did Paul Gauguin marry Mette-Sophie Gad?,25,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To determine the age at which Paul Gauguin married Mette-Sophie Gad, we need to find his birth year and the year they were married. From the information given:
- Paul Gauguin was born on 7 June 1848.
- He married Mette-Sophie Gad in 1873.

Now, let's calculate the difference between these years:
1873 (year of marriage) - 1848 (year of birth) = 25 years.

Therefore, Paul Gauguin was 25 years old when he married Mette-Sophie Gad.
Final Answer: 25 years old"
At what age did Paul Gauguin separate from Mette-Sophie Gad?,46,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To determine the age at which Paul Gauguin separated from Mette-Sophie Gad, we need to calculate the difference between the separation year and his birth year.

1. Identify the separation year for Mette-Sophie Gad: 1894
2. Identify Paul Gauguin's birth year: 1848

Calculate the difference:
1894 - 1848 = 46

Therefore, Paul Gauguin was 46 years old when he separated from Mette-Sophie Gad.
Final Answer: 46"
At what age did Paul Gauguin separate from Teha'amana?,45,painter,349,<num_years>,years,head,"category
painter

Paul Gauguin
Born	Eugène Henri Paul Gauguin | ( | 1848-06-07 | ) | 7 June 1848 | Paris, French Second Republic
Died	8 May 1903 | (1903-05-08) | (aged 54) | Atuona, Marquesas Islands, French Polynesia
Known for	Painting, sculpture, ceramics, engraving
Movement	Post-Impressionism, Primitivism, Synthetism
Spouse(s)	Mette-Sophie Gad | ( | married |  1873; separated 1894) | Teha'amana | ( | married |  1891; separated 1893)
['Paul Gauguin 1891.png | Gauguin in 1891']

","To determine the age at which Paul Gauguin separated from Teha'amana, we need to find out when their separation occurred and then calculate his age at that time.

From the information provided:
- Paul Gauguin separated from Teha'amana in 1893.
- Paul Gauguin was born on 7 June 1848.

Now, let's calculate his age in 1893:
1. Start with the birth year: 1848
2. Add the years until 1893: 1893 - 1848 = 45 years

Therefore, Paul Gauguin was 45 years old when he separated from Teha'amana in 1893.

Final Answer: 45 years old"
At what age did Pierre Auguste Cot die?,46,painter,350,<num_years>,years,head,"category
painter

Pierre Auguste Cot
Born	Pierre Auguste Cot | ( | 1837-02-17 | ) | 17 February 1837 | Bédarieux, Hérault, France
Died	2 August 1883 | (1883-08-02) | (aged 46) | Paris, France
Resting place	Père Lachaise Cemetery
Nationality	French
Known for	Painting
Notable work	Springtime | (1873) | The Storm | (1880)
Movement	Academic Classicism
Awards	Chevalier of the Legion of Honour
['Bedarieux Monument de Pierre Auguste Cot par Antonin Mercié 1891.jpg | A bust of Cot at Pierre Auguste Cot Memorial, Bédarieux']

","To determine the age at which Pierre Auguste Cot died, we need to find the difference between his death date and birth date.

From the table:
- Born: 17 February 1837
- Died: 2 August 1883

Calculating the age:
- He was born in 1837 and died in 1883.
- The difference is 1883 - 1837 = 46 years.

Therefore, Pierre Auguste Cot died at the age of 46.

Final Answer: 46"
At what age did Pierre Auguste Cot finish The Storm?,43,painter,350,<num_years>,years,head,"category
painter

Pierre Auguste Cot
Born	Pierre Auguste Cot | ( | 1837-02-17 | ) | 17 February 1837 | Bédarieux, Hérault, France
Died	2 August 1883 | (1883-08-02) | (aged 46) | Paris, France
Resting place	Père Lachaise Cemetery
Nationality	French
Known for	Painting
Notable work	Springtime | (1873) | The Storm | (1880)
Movement	Academic Classicism
Awards	Chevalier of the Legion of Honour
['Bedarieux Monument de Pierre Auguste Cot par Antonin Mercié 1891.jpg | A bust of Cot at Pierre Auguste Cot Memorial, Bédarieux']

","To determine the age at which Pierre Auguste Cot finished ""The Storm,"" we need to know when he created this painting and his birth year. From the information given, we know that he was born on 17 February 1837 and that ""The Storm"" was completed in 1880. 

First, calculate the age in 1880:
- The year 1880 minus the birth year 1837 gives us 1880 - 1837 = 43 years old.

Therefore, Pierre Auguste Cot was 43 years old when he finished ""The Storm.""
Final Answer: 43 years old"
